"t_num","t_dir","r_num","r_dir","R_pt_ct","NR_pt_ct","kadmon_index_top","kadmon_index_bottom","kadmon_index"
37,"N",9,"E",0,0,0,0,NA
37,"N",10,"E",4,0,-4,1.9962013261055,-2.0038059025859
37,"N",7,"E",0,0,0,0,NA
37,"N",16,"E",0,0,0,0,NA
37,"N",8,"W",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",7,"W",0,0,0,0,NA
37,"N",6,"E",1,0,-1,0.999525504125125,-1.00047472112809
37,"N",4,"E",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",5,"E",3,0,-3,1.7295840831163,-1.73452105005193
37,"N",15,"E",3,0,-3,1.7295840831163,-1.73452105005193
37,"N",6,"W",5,0,-5,2.23075790594018,-2.24139068909528
37,"N",14,"E",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",5,"W",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",3,"E",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",2,"E",1,0,-1,0.999525504125125,-1.00047472112809
37,"N",11,"E",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",13,"E",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",4,"W",3,0,-3,1.7295840831163,-1.73452105005193
37,"N",1,"E",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",12,"E",0,0,0,0,NA
37,"N",3,"W",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",2,"W",0,0,0,0,NA
37,"N",1,"W",3,0,-3,1.7295840831163,-1.73452105005193
36,"N",20,"W",1,0,-1,0.999525504125125,-1.00047472112809
36,"N",19,"W",3,0,-3,1.7295840831163,-1.73452105005193
36,"N",18,"W",1,0,-1,0.999525504125125,-1.00047472112809
36,"N",17,"W",4,0,-4,1.9962013261055,-2.0038059025859
36,"N",16,"W",1,0,-1,0.999525504125125,-1.00047472112809
36,"N",15,"W",1,0,-1,0.999525504125125,-1.00047472112809
36,"N",14,"W",2,0,-2,1.41287116666253,-1.4155572335193
36,"N",13,"W",5,0,-5,2.23075790594018,-2.24139068909528
36,"N",12,"W",5,0,-5,2.23075790594018,-2.24139068909528
36,"N",11,"W",2,0,-2,1.41287116666253,-1.4155572335193
36,"N",10,"W",1,0,-1,0.999525504125125,-1.00047472112809
36,"N",9,"W",2,0,-2,1.41287116666253,-1.4155572335193
36,"N",8,"W",3,0,-3,1.7295840831163,-1.73452105005193
36,"N",16,"E",5,0,-5,2.23075790594018,-2.24139068909528
36,"N",9,"E",4,0,-4,1.9962013261055,-2.0038059025859
36,"N",8,"E",4,0,-4,1.9962013261055,-2.0038059025859
36,"N",10,"E",1,0,-1,0.999525504125125,-1.00047472112809
36,"N",7,"W",4,0,-4,1.9962013261055,-2.0038059025859
36,"N",7,"E",3,0,-3,1.7295840831163,-1.73452105005193
36,"N",15,"E",3,0,-3,1.7295840831163,-1.73452105005193
36,"N",6,"E",0,0,0,0,NA
36,"N",5,"E",2,0,-2,1.41287116666253,-1.4155572335193
36,"N",4,"E",1,0,-1,0.999525504125125,-1.00047472112809
36,"N",6,"W",0,0,0,0,NA
36,"N",3,"E",1,0,-1,0.999525504125125,-1.00047472112809
36,"N",14,"E",2,0,-2,1.41287116666253,-1.4155572335193
36,"N",5,"W",3,0,-3,1.7295840831163,-1.73452105005193
36,"N",13,"E",3,0,-3,1.7295840831163,-1.73452105005193
36,"N",1,"E",0,0,0,0,NA
36,"N",2,"E",2,0,-2,1.41287116666253,-1.4155572335193
36,"N",4,"W",0,0,0,0,NA
36,"N",12,"E",2,0,-2,1.41287116666253,-1.4155572335193
36,"N",11,"E",0,0,0,0,NA
36,"N",3,"W",0,0,0,0,NA
36,"N",2,"W",0,0,0,0,NA
36,"N",1,"W",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",19,"W",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",18,"W",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",17,"W",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",16,"W",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",15,"W",4,0,-4,1.9962013261055,-2.0038059025859
35,"N",14,"W",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",13,"W",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",12,"W",3,0,-3,1.7295840831163,-1.73452105005193
35,"N",11,"W",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",10,"W",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",9,"W",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",8,"W",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",16,"E",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",7,"W",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",15,"E",3,0,-3,1.7295840831163,-1.73452105005193
35,"N",6,"W",3,0,-3,1.7295840831163,-1.73452105005193
35,"N",14,"E",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",9,"E",3,0,-3,1.7295840831163,-1.73452105005193
35,"N",10,"E",3,0,-3,1.7295840831163,-1.73452105005193
35,"N",5,"W",3,0,-3,1.7295840831163,-1.73452105005193
35,"N",13,"E",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",8,"E",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",7,"E",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",11,"E",3,0,-3,1.7295840831163,-1.73452105005193
35,"N",4,"W",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",6,"E",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",5,"E",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",12,"E",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",3,"E",3,0,-3,1.7295840831163,-1.73452105005193
35,"N",4,"E",1,0,-1,0.999525504125125,-1.00047472112809
35,"N",3,"W",2,0,-2,1.41287116666253,-1.4155572335193
35,"N",2,"W",1,0,-1,0.999525504125125,-1.00047472112809
