OID,catalogNumber,N_latitude,W_longitude,N_latitude_D,W_longitude_D,DDLat,DDLon,TWP,RNG,DIR_ALPHA
85,SUWS010451,46.694530 N, 92.149910 W,46.69453,-92.14991,46.69453,-92.14991,49,14,W
86,SUWS010489,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
87,SUWS010490,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
88,SUWS010491,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
89,SUWS010492,46.374260 N, 92.071050 W,46.37426,-92.07105,46.37426,-92.07105,45,14,W
90,SUWS010495,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
91,SUWS010496,46.535290 N, 91.582110 W,46.53529,-91.58211,46.53529,-91.58211,47,10,W
92,SUWS010497,45.945570 N, 89.655260 W,45.94557,-89.65526,45.94557,-89.65526,40,7,E
93,SUWS010498,46.374260 N, 92.071050 W,46.37426,-92.07105,46.37426,-92.07105,45,14,W
94,SUWS010499,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
95,SUWS010500,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
96,SUWS010501,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
97,SUWS010502,46.374260 N, 92.071050 W,46.37426,-92.07105,46.37426,-92.07105,45,14,W
98,SUWS010505,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
99,SUWS010507,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
100,SUWS010508,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
101,SUWS010510,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
102,SUWS010513,46.648020 N, 91.981300 W,46.64802,-91.9813,46.64802,-91.9813,48,13,W
103,SUWS010514,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
104,SUWS010523,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
105,SUWS010525,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
106,SUWS010526,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
107,SUWS010529,46.374260 N, 92.071050 W,46.37426,-92.07105,46.37426,-92.07105,45,14,W
108,SUWS010530,46.694530 N, 92.149910 W,46.69453,-92.14991,46.69453,-92.14991,49,14,W
109,SUWS010531,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
110,SUWS010539,45.945570 N, 89.655260 W,45.94557,-89.65526,45.94557,-89.65526,40,7,E
111,SUWS010540,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
112,SUWS010552,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
113,SUWS010556,46.374540 N, 92.043020 W,46.37454,-92.04302,46.37454,-92.04302,45,13,W
114,SUWS010557,46.580220 N, 91.668800 W,46.58022,-91.6688,46.58022,-91.6688,47,10,W
115,SUWS010559,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
116,SUWS010573,46.353270 N, 91.822410 W,46.35327,-91.82241,46.35327,-91.82241,45,12,W
117,SUWS010574,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
118,SUWS010576,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
119,SUWS010578,46.180850 N, 91.699300 W,46.18085,-91.6993,46.18085,-91.6993,43,11,W
120,SUWS010581,46.180850 N, 91.699300 W,46.18085,-91.6993,46.18085,-91.6993,43,11,W
121,SUWS010583,46.545640 N, 92.046570 W,46.54564,-92.04657,46.54564,-92.04657,47,13,W
122,SUWS010585b,46.578690 N, 91.282260 W,46.57869,-91.28226,46.57869,-91.28226,47,7,W
123,SUWS010587,46.545640 N, 92.046570 W,46.54564,-92.04657,46.54564,-92.04657,47,13,W
124,SUWS010593,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
125,SUWS010603,46.545640 N, 92.046570 W,46.54564,-92.04657,46.54564,-92.04657,47,13,W
126,SUWS010611,46.545640 N, 92.046570 W,46.54564,-92.04657,46.54564,-92.04657,47,13,W
127,SUWS010614,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
128,SUWS010626,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
129,SUWS010630,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
130,SUWS010632,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
131,SUWS010633,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
132,SUWS010634,46.629640 N, 91.657810 W,46.62964,-91.65781,46.62964,-91.65781,48,10,W
133,SUWS010642,45.921070 N, 89.673670 W,45.92107,-89.67367,45.92107,-89.67367,40,7,E
134,SUWS010644,46.684480 N, 92.149590 W,46.68448,-92.14959,46.68448,-92.14959,49,14,W
135,SUWS010648,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
136,SUWS010652,46.545640 N, 92.046570 W,46.54564,-92.04657,46.54564,-92.04657,47,13,W
137,SUWS010658,46.180850 N, 91.699300 W,46.18085,-91.6993,46.18085,-91.6993,43,11,W
138,SUWS010669,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
139,SUWS010670,45.921070 N, 89.673670 W,45.92107,-89.67367,45.92107,-89.67367,40,7,E
140,SUWS010671,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
141,SUWS010674,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
142,SUWS010684,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
143,SUWS010685,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
144,SUWS010688,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
145,SUWS010689,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
146,SUWS010690,46.633090 N, 91.720740 W,46.63309,-91.72074,46.63309,-91.72074,48,11,W
147,SUWS010708,46.496960 N, 92.259050 W,46.49696,-92.25905,46.49696,-92.25905,46,15,W
148,SUWS010709,46.496960 N, 92.259050 W,46.49696,-92.25905,46.49696,-92.25905,46,15,W
149,SUWS010714,46.496960 N, 92.259050 W,46.49696,-92.25905,46.49696,-92.25905,46,15,W
150,SUWS010715,46.496960 N, 92.259050 W,46.49696,-92.25905,46.49696,-92.25905,46,15,W
151,SUWS010719,46.353270 N, 91.822410 W,46.35327,-91.82241,46.35327,-91.82241,45,12,W
152,SUWS010720,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
153,SUWS010721,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
154,SUWS010723,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
155,SUWS010725,46.392200 N, 91.286490 W,46.3922,-91.28649,46.3922,-91.28649,45,7,W
156,SUWS010726,45.934220 N, 92.361690 W,45.93422,-92.36169,45.93422,-92.36169,40,16,W
157,SUWS010736,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
158,SUWS010737,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
159,SUWS010740,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
160,SUWS010744,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
161,SUWS010749,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
162,SUWS010751,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
163,SUWS010753,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
164,SUWS010754,46.342280 N, 91.364740 W,46.34228,-91.36474,46.34228,-91.36474,45,8,W
165,SUWS010755,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
166,SUWS010756,46.330380 N, 91.265010 W,46.33038,-91.26501,46.33038,-91.26501,45,7,W
167,SUWS010758,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
168,SUWS010759,46.342280 N, 91.328030 W,46.34228,-91.32803,46.34228,-91.32803,45,8,W
169,SUWS010760,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
170,SUWS010761,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
171,SUWS010762,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
172,SUWS010763,43.667240 N, 90.223460 W,43.66724,-90.22346,43.66724,-90.22346,14,2,E
173,SUWS010764,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
174,SUWS010767,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
175,SUWS010773,46.674920 N, 91.834060 W,46.67492,-91.83406,46.67492,-91.83406,48,12,W
176,SUWS010779,46.343830 N, 91.214670 W,46.34383,-91.21467,46.34383,-91.21467,45,7,W
177,SUWS010780,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
178,SUWS010781,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
179,SUWS010782,46.336890 N, 91.257970 W,46.33689,-91.25797,46.33689,-91.25797,45,7,W
180,SUWS010784,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
181,SUWS010785,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
182,SUWS010786,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
183,SUWS010789,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
184,SUWS010790,46.414670 N, 91.349010 W,46.41467,-91.34901,46.41467,-91.34901,45,8,W
185,SUWS010792,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
186,SUWS010793,46.283480 N, 91.322480 W,46.28348,-91.32248,46.28348,-91.32248,44,8,W
187,SUWS010795,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
188,SUWS010796,44.506920 N, 92.174390 W,44.50692,-92.17439,44.50692,-92.17439,23,15,W
189,SUWS010797,43.667240 N, 90.223460 W,43.66724,-90.22346,43.66724,-90.22346,14,2,E
190,SUWS010798,44.506920 N, 92.174390 W,44.50692,-92.17439,44.50692,-92.17439,23,15,W
191,SUWS010800,46.478830 N, 91.602970 W,46.47883,-91.60297,46.47883,-91.60297,46,10,W
192,SUWS010801,46.732160 N, 92.066300 W,46.73216,-92.0663,46.73216,-92.0663,49,14,W
193,SUWS010805,44.835250 N, 88.046770 W,44.83525,-88.04677,44.83525,-88.04677,27,20,E
194,SUWS010809,46.580220 N, 91.668800 W,46.58022,-91.6688,46.58022,-91.6688,47,10,W
195,SUWS010817,46.363170 N, 91.374240 W,46.36317,-91.37424,46.36317,-91.37424,45,8,W
196,SUWS010824,44.976130 N, 92.680350 W,44.97613,-92.68035,44.97613,-92.68035,29,19,W
197,SUWS010829,45.944470 N, 89.653240 W,45.94447,-89.65324,45.94447,-89.65324,40,7,E
198,SUWS010830,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
199,SUWS010832,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
200,SUWS010833,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
201,SUWS010838,46.478140 N, 90.988250 W,46.47814,-90.98825,46.47814,-90.98825,46,5,W
202,SUWS010843,46.724590 N, 92.091960 W,46.72459,-92.09196,46.72459,-92.09196,49,14,W
203,SUWS010844,46.307820 N, 91.322890 W,46.30782,-91.32289,46.30782,-91.32289,44,8,W
204,SUWS010847,46.307820 N, 91.322890 W,46.30782,-91.32289,46.30782,-91.32289,44,8,W
205,SUWS010849,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
206,SUWS010855,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
207,SUWS010856,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
208,SUWS010859,46.478140 N, 90.988250 W,46.47814,-90.98825,46.47814,-90.98825,46,5,W
209,SUWS010860,46.478140 N, 90.988250 W,46.47814,-90.98825,46.47814,-90.98825,46,5,W
210,SUWS010862,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
211,SUWS010863,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
212,SUWS010864,46.478140 N, 90.988250 W,46.47814,-90.98825,46.47814,-90.98825,46,5,W
213,SUWS010868,44.835250 N, 88.046770 W,44.83525,-88.04677,44.83525,-88.04677,27,20,E
214,SUWS010869,46.365850 N, 91.257970 W,46.36585,-91.25797,46.36585,-91.25797,45,7,W
215,SUWS010873,46.496960 N, 92.259050 W,46.49696,-92.25905,46.49696,-92.25905,46,15,W
216,SUWS010875,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
217,SUWS010876,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
218,SUWS010878,46.435300 N, 91.672620 W,46.4353,-91.67262,46.4353,-91.67262,46,10,W
219,SUWS010887,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
220,SUWS010889,46.588200 N, 92.125770 W,46.5882,-92.12577,46.5882,-92.12577,47,14,W
221,SUWS010900,43.402490 N, 90.556600 W,43.40249,-90.5566,43.40249,-90.5566,11,2,W
222,SUWS010910,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
223,SUWS010913,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
224,SUWS010914,43.812790 N, 91.231810 W,43.81279,-91.23181,43.81279,-91.23181,16,7,W
225,SUWS010915,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
226,SUWS010916,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
227,SUWS010919,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
228,SUWS010920,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
229,SUWS010924,43.774910 N, 91.158310 W,43.77491,-91.15831,43.77491,-91.15831,15,7,W
230,SUWS010926,46.716990 N, 92.099490 W,46.71699,-92.09949,46.71699,-92.09949,49,14,W
231,SUWS010927,46.580220 N, 91.668800 W,46.58022,-91.6688,46.58022,-91.6688,47,10,W
