OID,catalogNumber,N_latitude,W_longitude,N_latitude_D,W_longitude_D,DDLat,DDLon,TWP,RNG,DIR_ALPHA
944,SUWS013950,46.828150 N, 90.666940 W,46.82815,-90.66694,46.82815,-90.66694,50,2,W
945,SUWS013951,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
946,SUWS013959,46.558370 N, 91.699910 W,46.55837,-91.69991,46.55837,-91.69991,47,11,W
947,SUWS013961,46.543900 N, 91.699910 W,46.5439,-91.69991,46.5439,-91.69991,47,11,W
948,SUWS013963,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
949,SUWS013965,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
950,SUWS013970,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
951,SUWS013971A,46.136740 N, 92.080160 W,46.13674,-92.08016,46.13674,-92.08016,42,14,W
952,SUWS013972b,46.718000 N, 92.055750 W,46.718,-92.05575,46.718,-92.05575,49,13,W
953,SUWS013989,46.718550 N, 92.145470 W,46.71855,-92.14547,46.71855,-92.14547,49,14,W
954,SUWS013996,46.691110 N, 91.917310 W,46.69111,-91.91731,46.69111,-91.91731,49,12,W
955,SUWS014002,46.476400 N, 91.758390 W,46.4764,-91.75839,46.4764,-91.75839,46,11,W
956,SUWS014003,46.460330 N, 91.759030 W,46.46033,-91.75903,46.46033,-91.75903,46,11,W
957,SUWS014005,46.477580 N, 91.736330 W,46.47758,-91.73633,46.47758,-91.73633,46,11,W
958,SUWS014006,46.438130 N, 91.738060 W,46.43813,-91.73806,46.43813,-91.73806,46,11,W
959,SUWS014008,46.553000 N, 91.597630 W,46.553,-91.59763,46.553,-91.59763,47,10,W
960,SUWS014009,46.580220 N, 91.668800 W,46.58022,-91.6688,46.58022,-91.6688,47,10,W
961,SUWS014013,46.587850 N, 91.720740 W,46.58785,-91.72074,46.58785,-91.72074,47,11,W
962,SUWS014014,46.587850 N, 91.720740 W,46.58785,-91.72074,46.58785,-91.72074,47,11,W
963,SUWS014015,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
964,SUWS014018,46.593920 N, 92.119510 W,46.59392,-92.11951,46.59392,-92.11951,48,14,W
965,SUWS014021,46.718000 N, 92.055750 W,46.718,-92.05575,46.718,-92.05575,49,13,W
966,SUWS014074,43.729410 N, 91.225410 W,43.72941,-91.22541,43.72941,-91.22541,15,7,W
967,SUWS014075,43.820450 N, 91.232200 W,43.82045,-91.2322,43.82045,-91.2322,16,7,W
968,SUWS014106,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
969,SUWS014107,46.938270 N, 90.652960 W,46.93827,-90.65296,46.93827,-90.65296,52,2,W
970,SUWS014130,43.733270 N, 90.976860 W,43.73327,-90.97686,43.73327,-90.97686,15,5,W
971,SUWS014134,44.142380 N, 91.451260 W,44.14238,-91.45126,44.14238,-91.45126,19,9,W
972,SUWS014137,43.756980 N, 90.949540 W,43.75698,-90.94954,43.75698,-90.94954,15,5,W
973,SUWS014141,43.975910 N, 90.752070 W,43.97591,-90.75207,43.97591,-90.75207,17,3,W
974,SUWS014190,45.328610 N, 91.651000 W,45.32861,-91.651,45.32861,-91.651,33,10,W
975,SUWS014195,46.435300 N, 91.672620 W,46.4353,-91.67262,46.4353,-91.67262,46,10,W
976,SUWS014198,46.500650 N, 92.286240 W,46.50065,-92.28624,46.50065,-92.28624,46,15,W
977,SUWS014207,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
978,SUWS014211,46.718550 N, 92.145470 W,46.71855,-92.14547,46.71855,-92.14547,49,14,W
979,SUWS014215,46.739200 N, 92.088860 W,46.7392,-92.08886,46.7392,-92.08886,49,14,W
980,SUWS014219,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
981,SUWS014226,46.491330 N, 92.220750 W,46.49133,-92.22075,46.49133,-92.22075,46,15,W
982,SUWS014233,43.817890 N, 91.262170 W,43.81789,-91.26217,43.81789,-91.26217,16,7,W
983,SUWS014235,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
984,SUWS014238,46.581100 N, 91.721030 W,46.5811,-91.72103,46.5811,-91.72103,47,11,W
985,SUWS014239,46.420980 N, 91.260370 W,46.42098,-91.26037,46.42098,-91.26037,46,7,W
986,SUWS014240,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
987,SUWS014245,46.456690 N, 91.983970 W,46.45669,-91.98397,46.45669,-91.98397,46,13,W
988,SUWS014246,45.934220 N, 92.361690 W,45.93422,-92.36169,45.93422,-92.36169,40,16,W
989,SUWS014252,46.300070 N, 91.322400 W,46.30007,-91.3224,46.30007,-91.3224,44,8,W
990,SUWS014253,44.976130 N, 92.680350 W,44.97613,-92.68035,44.97613,-92.68035,29,19,W
991,SUWS014256,46.334520 N, 91.284770 W,46.33452,-91.28477,46.33452,-91.28477,45,7,W
992,SUWS014257,46.341800 N, 91.347660 W,46.3418,-91.34766,46.3418,-91.34766,45,8,W
993,SUWS014258,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
994,SUWS014283,46.307820 N, 91.322890 W,46.30782,-91.32289,46.30782,-91.32289,44,8,W
995,SUWS014284,46.323180 N, 91.322400 W,46.32318,-91.3224,46.32318,-91.3224,44,8,W
996,SUWS014285,46.343890 N, 91.213380 W,46.34389,-91.21338,46.34389,-91.21338,45,7,W
997,SUWS014288,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
998,SUWS014292,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
999,SUWS014296,45.125470 N, 92.671950 W,45.12547,-92.67195,45.12547,-92.67195,31,19,W
1000,SUWS014303,46.676880 N, 91.679080 W,46.67688,-91.67908,46.67688,-91.67908,49,11,W
1001,SUWS014309,46.632060 N, 92.069320 W,46.63206,-92.06932,46.63206,-92.06932,48,14,W
1002,SUWS014310,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
1003,SUWS014328,46.208010 N, 91.292130 W,46.20801,-91.29213,46.20801,-91.29213,43,7,W
1004,SUWS014329,46.343930 N, 91.261140 W,46.34393,-91.26114,46.34393,-91.26114,45,7,W
1005,SUWS014330,46.478140 N, 90.988250 W,46.47814,-90.98825,46.47814,-90.98825,46,5,W
1006,SUWS014331,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
1007,SUWS014334,44.678310 N, 91.104040 W,44.67831,-91.10404,44.67831,-91.10404,25,6,W
1008,SUWS014335,46.344760 N, 91.226660 W,46.34476,-91.22666,46.34476,-91.22666,45,7,W
1009,SUWS014336,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1010,SUWS014338,44.976130 N, 92.680350 W,44.97613,-92.68035,44.97613,-92.68035,29,19,W
1011,SUWS014340,46.342280 N, 91.369980 W,46.34228,-91.36998,46.34228,-91.36998,45,8,W
1012,SUWS014341,46.316680 N, 91.322910 W,46.31668,-91.32291,46.31668,-91.32291,44,8,W
1013,SUWS014344,42.512240 N, 87.809240 W,42.51224,-87.80924,42.51224,-87.80924,1,23,E
1014,SUWS014348,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
1015,SUWS014349,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
1016,SUWS014362,46.343930 N, 91.261140 W,46.34393,-91.26114,46.34393,-91.26114,45,7,W
1017,SUWS014363,45.328610 N, 91.651000 W,45.32861,-91.651,45.32861,-91.651,33,10,W
1018,SUWS014364,46.543220 N, 92.046350 W,46.54322,-92.04635,46.54322,-92.04635,47,13,W
1019,SUWS014368,45.948700 N, 92.371310 W,45.9487,-92.37131,45.9487,-92.37131,40,16,W
1020,SUWS014372,46.552950 N, 91.681840 W,46.55295,-91.68184,46.55295,-91.68184,47,11,W
1021,SUWS014379,43.164980 N, 90.135720 W,43.16498,-90.13572,43.16498,-90.13572,8,3,E
1022,SUWS014386,43.905740 N, 90.943160 W,43.90574,-90.94316,43.90574,-90.94316,17,5,W
1023,SUWS014389,46.600170 N, 91.344220 W,46.60017,-91.34422,46.60017,-91.34422,48,8,W
1024,SUWS014393,46.491330 N, 92.199720 W,46.49133,-92.19972,46.49133,-92.19972,46,15,W
1025,SUWS014397,46.543220 N, 92.046350 W,46.54322,-92.04635,46.54322,-92.04635,47,13,W
1026,SUWS014402,46.208010 N, 91.292130 W,46.20801,-91.29213,46.20801,-91.29213,43,7,W
1027,SUWS014403,46.732160 N, 92.066300 W,46.73216,-92.0663,46.73216,-92.0663,49,14,W
1028,SUWS014429,45.334580 N, 92.687250 W,45.33458,-92.68725,45.33458,-92.68725,33,19,W
1029,SUWS014432,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
1030,SUWS014433,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1031,SUWS014434,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1032,SUWS014436,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1033,SUWS014437,46.709360 N, 92.103990 W,46.70936,-92.10399,46.70936,-92.10399,49,14,W
1034,SUWS014452,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
1035,SUWS014455,46.712310 N, 92.091360 W,46.71231,-92.09136,46.71231,-92.09136,49,14,W
1036,SUWS014456,46.632060 N, 92.069320 W,46.63206,-92.06932,46.63206,-92.06932,48,14,W
1037,SUWS014491,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1038,SUWS014492,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1039,SUWS014494,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1040,SUWS014502,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1041,SUWS014503,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1042,SUWS014505,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1043,SUWS014524,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
1044,SUWS014526,46.464110 N, 91.899400 W,46.46411,-91.8994,46.46411,-91.8994,46,12,W
1045,SUWS014546,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1046,SUWS014564,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1047,SUWS014569,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1048,SUWS014570,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1049,SUWS014571,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1050,SUWS014572,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1051,SUWS014575,46.464110 N, 91.899400 W,46.46411,-91.8994,46.46411,-91.8994,46,12,W
1052,SUWS014588,46.464110 N, 91.899400 W,46.46411,-91.8994,46.46411,-91.8994,46,12,W
1053,SUWS014589,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1054,SUWS014670,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1055,SUWS014674,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1056,SUWS014735,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1057,SUWS014808,46.592440 N, 90.883800 W,46.59244,-90.8838,46.59244,-90.8838,48,4,W
1058,SUWS014809,46.592440 N, 90.883800 W,46.59244,-90.8838,46.59244,-90.8838,48,4,W
1059,SUWS014823,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1060,SUWS014833,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1061,SUWS014841,46.711890 N, 92.143250 W,46.71189,-92.14325,46.71189,-92.14325,49,14,W
1062,SUWS014989,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
1063,SUWS014991,46.592440 N, 90.883800 W,46.59244,-90.8838,46.59244,-90.8838,48,4,W
1064,SUWS015000,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1065,SUWS015001,46.336890 N, 91.257970 W,46.33689,-91.25797,46.33689,-91.25797,45,7,W
1066,SUWS015004,46.560730 N, 91.708380 W,46.56073,-91.70838,46.56073,-91.70838,47,11,W
1067,SUWS015005,46.315020 N, 91.323170 W,46.31502,-91.32317,46.31502,-91.32317,44,8,W
1068,SUWS015014,46.261800 N, 91.303370 W,46.2618,-91.30337,46.2618,-91.30337,44,8,W
1069,SUWS015016,46.607550 N, 91.899270 W,46.60755,-91.89927,46.60755,-91.89927,48,12,W
1070,SUWS015017,46.301500 N, 91.349010 W,46.3015,-91.34901,46.3015,-91.34901,44,8,W
1071,SUWS015019,46.517380 N, 91.604200 W,46.51738,-91.6042,46.51738,-91.6042,47,10,W
1072,SUWS015024,46.342480 N, 91.325700 W,46.34248,-91.3257,46.34248,-91.3257,45,8,W
1073,SUWS015025,46.708010 N, 92.104080 W,46.70801,-92.10408,46.70801,-92.10408,49,14,W
1074,SUWS015029,46.323180 N, 91.322400 W,46.32318,-91.3224,46.32318,-91.3224,44,8,W
1075,SUWS015035,46.300070 N, 91.322400 W,46.30007,-91.3224,46.30007,-91.3224,44,8,W
1076,SUWS015048,46.732160 N, 92.066300 W,46.73216,-92.0663,46.73216,-92.0663,49,14,W
1077,SUWS015053,46.543220 N, 92.046350 W,46.54322,-92.04635,46.54322,-92.04635,47,13,W
1078,SUWS015074,46.583830 N, 91.799080 W,46.58383,-91.79908,46.58383,-91.79908,47,11,W
1079,SUWS015185,46.336890 N, 91.278410 W,46.33689,-91.27841,46.33689,-91.27841,45,7,W
1080,SUWS015197,46.385360 N, 91.336900 W,46.38536,-91.3369,46.38536,-91.3369,45,8,W
1081,SUWS015199,46.385950 N, 91.336990 W,46.38595,-91.33699,46.38595,-91.33699,45,8,W
1082,SUWS015215,45.934220 N, 92.361690 W,45.93422,-92.36169,45.93422,-92.36169,40,16,W
1083,SUWS015216,46.456690 N, 91.983970 W,46.45669,-91.98397,46.45669,-91.98397,46,13,W
1084,SUWS015220,46.561170 N, 91.398390 W,46.56117,-91.39839,46.56117,-91.39839,47,8,W
1085,SUWS015224,46.552950 N, 91.681840 W,46.55295,-91.68184,46.55295,-91.68184,47,11,W
1086,SUWS015227,46.686870 N, 92.149400 W,46.68687,-92.1494,46.68687,-92.1494,49,14,W
1087,SUWS015234,46.444910 N, 91.619580 W,46.44491,-91.61958,46.44491,-91.61958,46,10,W
1088,SUWS015239,46.913040 N, 90.668670 W,46.91304,-90.66867,46.91304,-90.66867,51,2,W
1089,SUWS015247,46.491330 N, 92.220750 W,46.49133,-92.22075,46.49133,-92.22075,46,15,W
1090,SUWS015253,46.403700 N, 91.317130 W,46.4037,-91.31713,46.4037,-91.31713,45,8,W
1091,SUWS015254,45.125470 N, 92.671950 W,45.12547,-92.67195,45.12547,-92.67195,31,19,W
1092,SUWS015255,45.125470 N, 92.671950 W,45.12547,-92.67195,45.12547,-92.67195,31,19,W
1093,SUWS015259,45.766880 N, 92.384590 W,45.76688,-92.38459,45.76688,-92.38459,38,16,W
1094,SUWS015265,46.341800 N, 91.347660 W,46.3418,-91.34766,46.3418,-91.34766,45,8,W
1095,SUWS015278,46.051670 N, 92.302640 W,46.05167,-92.30264,46.05167,-92.30264,41,16,W
1096,SUWS015279,46.295540 N, 91.521410 W,46.29554,-91.52141,46.29554,-91.52141,44,9,W
1097,SUWS015281,46.325510 N, 90.661020 W,46.32551,-90.66102,46.32551,-90.66102,44,2,W
1098,SUWS015285,46.314760 N, 91.232260 W,46.31476,-91.23226,46.31476,-91.23226,44,7,W
1099,SUWS015286,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
1100,SUWS015290,46.235550 N, 91.257970 W,46.23555,-91.25797,46.23555,-91.25797,43,7,W
1101,SUWS015293,46.301500 N, 91.349010 W,46.3015,-91.34901,46.3015,-91.34901,44,8,W
1102,SUWS015302,46.396710 N, 91.822410 W,46.39671,-91.82241,46.39671,-91.82241,45,12,W
1103,SUWS015314,46.254130 N, 91.798520 W,46.25413,-91.79852,46.25413,-91.79852,44,11,W
1104,SUWS015315,45.125470 N, 92.671950 W,45.12547,-92.67195,45.12547,-92.67195,31,19,W
1105,SUWS015317,46.254130 N, 91.798520 W,46.25413,-91.79852,46.25413,-91.79852,44,11,W
1106,SUWS015318,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
1107,SUWS015322,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
1108,SUWS015323,46.543220 N, 92.046350 W,46.54322,-92.04635,46.54322,-92.04635,47,13,W
1109,SUWS015333,44.761150 N, 92.487410 W,44.76115,-92.48741,44.76115,-92.48741,26,17,W
1110,SUWS015340,46.682110 N, 92.150820 W,46.68211,-92.15082,46.68211,-92.15082,49,14,W
1111,SUWS015341,46.682110 N, 92.150820 W,46.68211,-92.15082,46.68211,-92.15082,49,14,W
1112,SUWS015343,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
1113,SUWS015347,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
1114,SUWS015367,46.321800 N, 91.378670 W,46.3218,-91.37867,46.3218,-91.37867,44,8,W
1115,SUWS015369,46.882440 N, 90.481010 W,46.88244,-90.48101,46.88244,-90.48101,51,1,W
1116,SUWS015370,45.334580 N, 92.687250 W,45.33458,-92.68725,45.33458,-92.68725,33,19,W
1117,SUWS015376,46.208010 N, 91.292130 W,46.20801,-91.29213,46.20801,-91.29213,43,7,W
1118,SUWS015382,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1119,SUWS015388,46.208010 N, 91.292130 W,46.20801,-91.29213,46.20801,-91.29213,43,7,W
1120,SUWS015397,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1121,SUWS015407,46.696630 N, 92.034950 W,46.69663,-92.03495,46.69663,-92.03495,49,13,W
1122,SUWS015411,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
1123,SUWS015413,46.682110 N, 92.150820 W,46.68211,-92.15082,46.68211,-92.15082,49,14,W
1124,SUWS015416,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1125,SUWS015417,46.309160 N, 92.154920 W,46.30916,-92.15492,46.30916,-92.15492,44,14,W
1126,SUWS015422,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
1127,SUWS015426,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1128,SUWS015438,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1129,SUWS015441,46.543220 N, 92.046350 W,46.54322,-92.04635,46.54322,-92.04635,47,13,W
1130,SUWS015464,46.425500 N, 91.669080 W,46.4255,-91.66908,46.4255,-91.66908,46,10,W
1131,SUWS015467,46.021570 N, 92.339380 W,46.02157,-92.33938,46.02157,-92.33938,41,16,W
1132,SUWS015472,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1133,SUWS015473,46.722080 N, 92.094950 W,46.72208,-92.09495,46.72208,-92.09495,49,14,W
1134,SUWS015484,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1135,SUWS015487,46.491310 N, 92.283840 W,46.49131,-92.28384,46.49131,-92.28384,46,15,W
1136,SUWS015494,46.600550 N, 91.616060 W,46.60055,-91.61606,46.60055,-91.61606,48,10,W
1137,SUWS015499,46.569270 N, 91.627380 W,46.56927,-91.62738,46.56927,-91.62738,47,10,W
1138,SUWS015501,46.051670 N, 92.302640 W,46.05167,-92.30264,46.05167,-92.30264,41,16,W
1139,SUWS015502,46.051670 N, 92.302640 W,46.05167,-92.30264,46.05167,-92.30264,41,16,W
1140,SUWS015509,44.059360 N, 87.736210 W,44.05936,-87.73621,44.05936,-87.73621,18,23,E
1141,SUWS015512,46.318620 N, 91.279250 W,46.31862,-91.27925,46.31862,-91.27925,44,7,W
1142,SUWS015513,44.976130 N, 92.680350 W,44.97613,-92.68035,44.97613,-92.68035,29,19,W
1143,SUWS015514,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
1144,SUWS015525,46.696620 N, 92.034980 W,46.69662,-92.03498,46.69662,-92.03498,49,13,W
1145,SUWS015529,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
1146,SUWS015533,46.535290 N, 91.582110 W,46.53529,-91.58211,46.53529,-91.58211,47,10,W
1147,SUWS015534,46.682110 N, 91.602970 W,46.68211,-91.60297,46.68211,-91.60297,49,10,W
1148,SUWS015538,46.589660 N, 91.720740 W,46.58966,-91.72074,46.58966,-91.72074,47,11,W
1149,SUWS015552,46.732160 N, 92.066300 W,46.73216,-92.0663,46.73216,-92.0663,49,14,W
1150,SUWS015570,45.224320 N, 91.567830 W,45.22432,-91.56783,45.22432,-91.56783,32,10,W
1151,SUWS015587,46.559110 N, 91.322690 W,46.55911,-91.32269,46.55911,-91.32269,47,8,W
1152,SUWS015608,43.403650 N, 90.626870 W,43.40365,-90.62687,43.40365,-90.62687,11,2,W
1153,SUWS015613,46.130350 N, 90.668670 W,46.13035,-90.66867,46.13035,-90.66867,42,2,W
1154,SUWS015614,44.020830 N, 91.495480 W,44.02083,-91.49548,44.02083,-91.49548,18,9,W
1155,SUWS015619,43.750970 N, 90.890380 W,43.75097,-90.89038,43.75097,-90.89038,15,4,W
1156,SUWS015630,43.975910 N, 90.752070 W,43.97591,-90.75207,43.97591,-90.75207,17,3,W
1157,SUWS015636,43.975910 N, 90.752070 W,43.97591,-90.75207,43.97591,-90.75207,17,3,W
1158,SUWS015637,46.130350 N, 90.668670 W,46.13035,-90.66867,46.13035,-90.66867,42,2,W
1159,SUWS015640,43.741440 N, 90.899300 W,43.74144,-90.8993,43.74144,-90.8993,15,4,W
1160,SUWS015644,43.801360 N, 91.239580 W,43.80136,-91.23958,43.80136,-91.23958,15,7,W
1161,SUWS015659,43.729410 N, 91.225410 W,43.72941,-91.22541,43.72941,-91.22541,15,7,W
1162,SUWS015660,43.729410 N, 91.225410 W,43.72941,-91.22541,43.72941,-91.22541,15,7,W
1163,SUWS015670,46.130350 N, 90.668670 W,46.13035,-90.66867,46.13035,-90.66867,42,2,W
1164,SUWS015673,44.019720 N, 91.486810 W,44.01972,-91.48681,44.01972,-91.48681,18,9,W
1165,SUWS015677,44.019720 N, 91.486810 W,44.01972,-91.48681,44.01972,-91.48681,18,9,W
1166,SUWS015682,43.891860 N, 91.114590 W,43.89186,-91.11459,43.89186,-91.11459,16,6,W
1167,SUWS015688,46.130350 N, 90.668670 W,46.13035,-90.66867,46.13035,-90.66867,42,2,W
1168,SUWS015689,44.020830 N, 91.495480 W,44.02083,-91.49548,44.02083,-91.49548,18,9,W
1169,SUWS015690,44.020830 N, 91.495480 W,44.02083,-91.49548,44.02083,-91.49548,18,9,W
1170,SUWS015691,46.403700 N, 91.317130 W,46.4037,-91.31713,46.4037,-91.31713,45,8,W
1171,SUWS015693,46.344000 N, 91.363980 W,46.344,-91.36398,46.344,-91.36398,45,8,W
1172,SUWS015706,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
1173,SUWS015714,43.975910 N, 90.752070 W,43.97591,-90.75207,43.97591,-90.75207,17,3,W
1174,SUWS015716,43.729410 N, 91.225410 W,43.72941,-91.22541,43.72941,-91.22541,15,7,W
1175,SUWS015729,43.975910 N, 90.752070 W,43.97591,-90.75207,43.97591,-90.75207,17,3,W
1176,SUWS015738,46.130350 N, 90.668670 W,46.13035,-90.66867,46.13035,-90.66867,42,2,W
1177,SUWS015739,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
1178,SUWS015746,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1179,SUWS015751,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1180,SUWS015760,46.724590 N, 92.091960 W,46.72459,-92.09196,46.72459,-92.09196,49,14,W
1181,SUWS015765,43.756980 N, 90.949540 W,43.75698,-90.94954,43.75698,-90.94954,15,5,W
1182,SUWS015781,44.070360 N, 89.758340 W,44.07036,-89.75834,44.07036,-89.75834,19,6,E
1183,SUWS015798,46.708010 N, 92.104080 W,46.70801,-92.10408,46.70801,-92.10408,49,14,W
1184,SUWS015811,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
1185,SUWS015844,46.712310 N, 92.091360 W,46.71231,-92.09136,46.71231,-92.09136,49,14,W
1186,SUWS015848,42.678070 N, 88.276200 W,42.67807,-88.2762,42.67807,-88.2762,3,19,E
1187,SUWS015850,43.571440 N, 90.666730 W,43.57144,-90.66673,43.57144,-90.66673,13,2,W
1188,SUWS015863,46.712310 N, 92.091360 W,46.71231,-92.09136,46.71231,-92.09136,49,14,W
1189,SUWS015876,43.950000 N, 90.620000 W,43.95,-90.62,43.95,-90.62,17,2,W
1190,SUWS015931,43.904250 N, 90.915700 W,43.90425,-90.9157,43.90425,-90.9157,17,5,W
1191,SUWS015943,46.723130 N, 92.133860 W,46.72313,-92.13386,46.72313,-92.13386,49,14,W
1192,SUWS015955,46.435300 N, 91.672620 W,46.4353,-91.67262,46.4353,-91.67262,46,10,W
1193,SUWS015961,46.580220 N, 91.668800 W,46.58022,-91.6688,46.58022,-91.6688,47,10,W
1194,SUWS015963,46.477600 N, 92.070440 W,46.4776,-92.07044,46.4776,-92.07044,46,14,W
1195,SUWS015965,43.941110 N, 90.809340 W,43.94111,-90.80934,43.94111,-90.80934,17,4,W
1196,SUWS015971,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
1197,SUWS015988,43.667240 N, 90.223460 W,43.66724,-90.22346,43.66724,-90.22346,14,2,E
1198,SUWS015992,46.553000 N, 91.576580 W,46.553,-91.57658,46.553,-91.57658,47,10,W
1199,SUWS015994,46.555000 N, 91.576580 W,46.555,-91.57658,46.555,-91.57658,47,10,W
1200,SUWS016007,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1201,SUWS016010,46.519310 N, 90.603700 W,46.51931,-90.6037,46.51931,-90.6037,47,2,W
1202,SUWS016012,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
1203,SUWS016020,46.478830 N, 91.602970 W,46.47883,-91.60297,46.47883,-91.60297,46,10,W
1204,SUWS016021,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
1205,SUWS016022,44.059360 N, 87.736210 W,44.05936,-87.73621,44.05936,-87.73621,18,23,E
1206,SUWS0160224,44.025160 N, 88.535040 W,44.02516,-88.53504,44.02516,-88.53504,18,16,E
1207,SUWS016024,44.025160 N, 88.535040 W,44.02516,-88.53504,44.02516,-88.53504,18,16,E
