"catalogNumber","county","collectedBy","t_num","t_dir","r_num","r_dir"
"SUWS012111","Bayfield","Brashier",45,"N",8,"W"
"SUWS012115","Burnett","Romans",40,"N",16,"W"
"SUWS012117","Bayfield","Brashier",45,"N",9,"W"
"SUWS012126","Burnett","Romans",41,"N",15,"W"
"SUWS012127","Burnett","Smith",NA,NA,NA,NA
"SUWS012128","Burnett","Wassgren",NA,NA,NA,NA
"SUWS012129","Burnett","Romans",NA,NA,NA,NA
"SUWS012130","Buffalo","Romans",21,"N",13,"W"
"SUWS012131","Vernon","Leykom, M. F.",14,"N",7,"W"
"SUWS012133","Douglas","Jacobson, J. R.",48,"N",10,"W"
"SUWS012136","Douglas","Stackler, Susan",46,"N",14,"W"
"SUWS012137","Bayfield","Brashier",45,"N",8,"W"
"SUWS012138","Bayfield","Brashier",45,"N",8,"W"
"SUWS012149","Burnett","Brashier",41,"N",15,"W"
"SUWS012154","Bayfield","Grage",45,"N",8,"W"
"SUWS012161","Ashland","Brashier",NA,NA,NA,NA
"SUWS012163","Ashland","Brashier",52,"N",2,"W"
"SUWS012165","Douglas","Rounce",49,"N",13,"W"
"SUWS012167","Douglas","Romans",49,"N",14,"W"
"SUWS012168","Ashland","Romans",NA,NA,NA,NA
"SUWS012174","Burnett","Romans",40,"N",16,"W"
"SUWS012179","Polk","Romans",NA,NA,NA,NA
"SUWS012181","Bayfield","Brashier",45,"N",8,"W"
"SUWS012186","Pierce","Romans",26,"N",17,"W"
"SUWS012191","Bayfield","Brashier",46,"N",5,"W"
"SUWS012195","Burnett","Romans",40,"N",16,"W"
"SUWS012196","Burnett","Romans",40,"N",16,"W"
"SUWS012203","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS012204","Juneau","Romans",14,"N",2,"E"
"SUWS012205","Juneau","Romans",14,"N",2,"E"
"SUWS012212","Bayfield","Thoren",45,"N",8,"W"
"SUWS012213","Douglas","Romans",48,"N",14,"W"
"SUWS012214","Bayfield","Brashier",44,"N",7,"W"
"SUWS012215","Bayfield","Brashier",45,"N",8,"W"
"SUWS012216","Bayfield","Brashier",45,"N",9,"W"
"SUWS012217","Bayfield","Brashier",45,"N",8,"W"
"SUWS012218","Bayfield","Brashier",45,"N",7,"W"
"SUWS012221","Bayfield","Brashier",44,"N",7,"W"
"SUWS012223","Bayfield","Brashier",45,"N",8,"W"
"SUWS012224","St. Croix","Romans",31,"N",19,"W"
"SUWS012225","Bayfield","Brashier",45,"N",9,"W"
"SUWS012227","Bayfield","Thoren",45,"N",8,"W"
"SUWS012240","Sheboygan","Romans",NA,NA,NA,NA
"SUWS012248","Bayfield","Brashier",45,"N",7,"W"
"SUWS012249","Bayfield","Brashier",43,"N",7,"W"
"SUWS012250","Bayfield","Brashier",45,"N",8,"W"
"SUWS012252","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012255","Bayfield","Grage",45,"N",6,"W"
"SUWS012257","Sawyer","Brashier",NA,NA,NA,NA
"SUWS012258","Bayfield","Brashier",45,"N",8,"W"
"SUWS012261","Bayfield","Brashier",45,"N",8,"W"
"SUWS012264","Bayfield","Brashier",45,"N",8,"W"
"SUWS012265","Bayfield","Brashier",44,"N",8,"W"
"SUWS012266","Bayfield","Brashier",45,"N",8,"W"
"SUWS012271","Bayfield","Brashier",44,"N",8,"W"
"SUWS012274","Douglas","Romans",48,"N",14,"W"
"SUWS012275","Bayfield","Brashier",43,"N",7,"W"
"SUWS012277","Eau Claire","Brashier",NA,NA,NA,NA
"SUWS012279","Bayfield","Brashier",45,"N",7,"W"
"SUWS012281","Bayfield","Smith",45,"N",8,"W"
"SUWS012282","Bayfield","Brashier",45,"N",7,"W"
"SUWS012284","Bayfield","Brashier",45,"N",8,"W"
"SUWS012285","Bayfield","Wassgren",45,"N",8,"W"
"SUWS012286","Bayfield","Brashier",45,"N",7,"W"
"SUWS012287","Eau Claire","Brashier",27,"N",9,"W"
"SUWS012288","Bayfield","Brashier",45,"N",8,"W"
"SUWS012289","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012295","Bayfield","Brashier",45,"N",8,"W"
"SUWS012296","Bayfield","Brashier",44,"N",7,"W"
"SUWS012297","Bayfield","Brashier",45,"N",8,"W"
"SUWS012301","Douglas","Clements, Jimmy",NA,NA,NA,NA
"SUWS012304","Juneau","Romans",14,"N",2,"E"
"SUWS012308","Douglas","Fassett, Norman C.",49,"N",10,"W"
"SUWS012311","Douglas","Jacobson, J. R.",46," N",10,"W"
"SUWS012313","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS012320","Douglas","Romans",NA,NA,NA,NA
"SUWS012323","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012324","Bayfield","Thoren",45,"N",8,"W"
"SUWS012325","Bayfield","Smith",45,"N",8,"W"
"SUWS012326","Bayfield","Brashier",45,"N",7,"W"
"SUWS012330","Bayfield","Brashier",44,"N",7,"W"
"SUWS012331","Bayfield","Brashier",43,"N",7,"W"
"SUWS012336","Bayfield","Romans",45,"N",8,"W"
"SUWS012337","Bayfield","Romans",45,"N",8,"W"
"SUWS012338","Bayfield","Wassgren",45,"N",7,"W"
"SUWS012339","Bayfield","Brashier",45,"N",7,"W"
"SUWS012340","Bayfield","Brashier",46,"N",8,"W"
"SUWS012341","Bayfield","Brashier",45,"N",8,"W"
"SUWS012342","Bayfield","Brashier",45,"N",7,"W"
"SUWS012345","Douglas","Jacobson, J. R.",46,"N",10,"W"
"SUWS012347","Bayfield","Brashier",45,"N",8,"W"
"SUWS012348","Bayfield","Brashier",44,"N",8,"W"
"SUWS012349","Bayfield","Grage",45,"N",8,"W"
"SUWS012352","Douglas","Romans",46,"N",15,"W"
"SUWS012353","Douglas","Romans",48,"N",14,"W"
"SUWS012357","Douglas","Romans",46,"N",15,"W"
"SUWS012363","Bayfield","Brashier",44,"N",7,"W"
"SUWS012364","Bayfield","Brashier",44,"N",7,"W"
"SUWS012365","Bayfield","Brashier",45,"N",8,"W"
"SUWS012366","Bayfield","Brashier",45,"N",8,"W"
"SUWS012367","Bayfield","Brashier",45,"N",9,"W"
"SUWS012368","Bayfield","Brashier",45,"N",7,"W"
"SUWS012369","Bayfield","Romans",45,"N",8,"W"
"SUWS012370","Bayfield","Cherf",45,"N",8,"W"
"SUWS012371","Bayfield","Brashier",45,"N",8,"W"
"SUWS012372","Bayfield","Brashier",43,"N",7,"W"
"SUWS012373","Bayfield","Romans",45,"N",8,"W"
"SUWS012382","Bayfield","Brashier",45,"N",8,"W"
"SUWS012389","Bayfield","Muller",45,"N",8,"W"
"SUWS012391","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012392","Bayfield","Brashier",44,"N",8,"W"
"SUWS012393","Bayfield","Valaskey",45,"N",8,"W"
"SUWS012406","Douglas","Rounce",49,"N",14,"W"
"SUWS012407","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012411","Sheboygan","Romans",15,"N",20,"E"
"SUWS012421","Burnett","Romans",40,"N",16,"W"
"SUWS012423","Polk","Romans",33,"N",19,"W"
"SUWS012424","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS012428","Douglas","Jacobson, J. R.",48,"N",10,"W"
"SUWS012433","Bayfield","Fassett, Norman C.",47,"N",9,"W"
"SUWS012436","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS012437","Douglas","Fassett, Norman C.",46,"N",10,"W"
"SUWS012442","Bayfield","Brashier",43,"N",7,"W"
"SUWS012443","Bayfield","Brashier",43,"N",7,"W"
"SUWS012472","Polk","Romans",NA,NA,NA,NA
"SUWS012481","Douglas","Romans",45,"N",12,"W"
"SUWS012482","Douglas","Romans",45,"N",12,"W"
"SUWS012483","Bayfield","Grage",45,"N",8,"W"
"SUWS012484","Burnett","Romans",NA,NA,NA,NA
"SUWS012487","Burnett","Cherf",NA,NA,NA,NA
"SUWS012490","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012491","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012504","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012507","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012511","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012512","Bayfield","Gunderson",45,"N",8,"W"
"SUWS012513","Bayfield","Parrish",45,"N",8,"W"
"SUWS012516","Bayfield","Gall",45,"N",8,"W"
"SUWS012522","Ashland","Thoren",NA,NA,NA,NA
"SUWS012526","Ashland","Roatz",NA,NA,NA,NA
"SUWS012527","Ashland","Valaskey",NA,NA,NA,NA
"SUWS012528","Douglas","Romans",48,"N",14,"W"
"SUWS012529","Bayfield","Cherf",45,"N",8,"W"
"SUWS012535","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012538","Douglas","C., E. A.",NA,NA,NA,NA
"SUWS012539","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012542","Douglas","Collins, Matt",49,"N",13,"W"
"SUWS012543","Douglas","Fassett, Norman C.",48,"N",12,"W"
"SUWS012556","St. Croix","Romans",NA,NA,NA,NA
"SUWS012557","Douglas","Romans",49,"N",14,"W"
"SUWS012559","La Crosse","Leykom, M. F.",15,"N",7,"W"
"SUWS012561","St. Croix","Romans",NA,NA,NA,NA
"SUWS012562","Douglas","Romans",48,"N",14,"W"
"SUWS012563","Juneau","Romans",14,"N",2,"E"
"SUWS012566","Bayfield","Brashier",45,"N",7,"W"
"SUWS012567","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012568","St. Croix","Romans",NA,NA,NA,NA
"SUWS012573","Bayfield","Cherf",45,"N",8,"W"
"SUWS012574","Bayfield","Thoren",45,"N",8,"W"
"SUWS012577","Pepin","Romans",NA,NA,NA,NA
"SUWS012578","Bayfield","Brashier",45,"N",8,"W"
"SUWS012579","Polk","Romans",NA,NA,NA,NA
"SUWS012588","Douglas","Romans",48,"N",14,"W"
"SUWS012594","Bayfield","Brashier",45,"N",8,"W"
"SUWS012602","Douglas","Romans",NA,NA,NA,NA
"SUWS012603","Bayfield","Brashier",45,"N",8,"W"
"SUWS012605","Douglas","Romans",NA,NA,NA,NA
"SUWS012610","Douglas","Romans",46,"N",15,"W"
"SUWS012613","Douglas","Romans",46,"N",15,"W"
"SUWS012625","Bayfield","Brashier",47,"N",8,"W"
"SUWS012633","Douglas","Brashier",49,"N",14,"W"
"SUWS012634","Manitowoc","Romans",18,"N",23,"E"
"SUWS012639","Douglas","Romans",49,"N",13,"W"
"SUWS012649","Sheboygan","Romans",15,"N",20,"E"
"SUWS012660","Douglas","Fassett, Norman C.",46,"N",10,"W"
"SUWS012665","Bayfield","Parrish",45,"N",8,"W"
"SUWS012667","Bayfield","Ruff",45,"N",8,"W"
"SUWS012668","Polk","Romans",NA,NA,NA,NA
"SUWS012671","Douglas","McC., N. V.",NA,NA,NA,NA
"SUWS012681","Bayfield","Brashier",45,"N",7,"W"
"SUWS012682","Douglas","Romans",46,"N",15,"W"
"SUWS012683","Bayfield","Brashier",44,"N",8,"W"
"SUWS012684","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012685","Bayfield","Thoren",45,"N",8,"W"
"SUWS012686","Bayfield","Janowski",45,"N",8,"W"
"SUWS012690","Bayfield","Brashier",45,"N",7,"W"
"SUWS012691","Bayfield","Brashier",45,"N",8,"W"
"SUWS012699","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS012700","Dunn","Brashier",NA,NA,NA,NA
"SUWS012702","Bayfield","Romans",46,"N",7,"W"
"SUWS012703","Bayfield","Brashier",45,"N",8,"W"
"SUWS012704","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012705","Bayfield","Janowski",45,"N",8,"W"
"SUWS012706","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS012707","Bayfield","Brashier",45,"N",8,"W"
"SUWS012711","Burnett","Romans",NA,NA,NA,NA
"SUWS012712","Bayfield","Smith",45,"N",8,"W"
"SUWS012713","Burnett","Grage",39,"N",18,"W"
"SUWS012714","Polk","Brashier",37,"N",17,"W"
"SUWS012716","Polk","Brashier",37,"N",17,"W"
"SUWS012726","Bayfield","Raatz",45,"N",8,"W"
"SUWS012727","Bayfield","Janowski",45,"N",8,"W"
"SUWS012729","Burnett","Romans",41,"N",16,"W"
"SUWS012735","Burnett","Romans",40,"N",16,"W"
"SUWS012736","Douglas","Romans",46,"N",15,"W"
"SUWS012740","Douglas","Romans",49,"N",14,"W"
"SUWS012741","Marquette","Romans",16,"N",11,"E"
"SUWS012743","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012744","Bayfield","Janowski",45,"N",8,"W"
"SUWS012745","Bayfield","Brashier",45,"N",8,"W"
"SUWS012752","Bayfield","Parrish",45,"N",8,"W"
"SUWS012755","Bayfield","Brashier",45,"N",7,"W"
"SUWS012756","Bayfield","Thoren",45,"N",8,"W"
"SUWS012757","Polk","Romans",33,"N",19,"W"
"SUWS012758","Bayfield","Brashier",45,"N",7,"W"
"SUWS012766","Bayfield","Cherf",45,"N",8,"W"
"SUWS012767","Douglas","Johnson, R.",46,"N",13,"W"
"SUWS012768","Bayfield","Paulsen",45,"N",8,"W"
"SUWS012770","Bayfield","Brashier",45,"N",8,"W"
"SUWS012771","Bayfield","Brashier",45,"N",8,"W"
"SUWS012772","Bayfield","Romans",44,"N",7,"W"
"SUWS012773","Bayfield","Thoren",45,"N",8,"W"
"SUWS012774","Bayfield","Walvoord",45,"N",7,"W"
"SUWS012775","Bayfield","Romans",44,"N",7,"W"
"SUWS012778","Bayfield","Brashier",44,"N",7,"W"
"SUWS012788","Bayfield","Romans",44,"N",7,"W"
"SUWS012790","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS012794","Polk","Romans",NA,NA,NA,NA
"SUWS012795","Bayfield","Brashier",45,"N",8,"W"
"SUWS012799","Burnett","Romans",41,"N",16,"W"
"SUWS012804","Polk","Romans",NA,NA,NA,NA
"SUWS012806","Juneau","Romans",14,"N",2,"E"
"SUWS012822","Douglas","Romans",48,"N",14,"W"
"SUWS012824","Douglas","Romans",48,"N",14,"W"
"SUWS012826","Douglas","Romans",48,"N",14,"W"
"SUWS012827","Douglas","Romans",48,"N",14,"W"
"SUWS012828","Douglas","Romans",48,"N",14,"W"
"SUWS012831","Douglas","Romans",NA,NA,NA,NA
"SUWS012833","Douglas","Romans",NA,NA,NA,NA
"SUWS012834","Bayfield","Brashier",44,"N",7,"W"
"SUWS012835","Douglas","Brashier",47,"N",10,"W"
"SUWS012844","Juneau","Romans",15,"N",5,"E"
"SUWS012845","Juneau","Romans",15,"N",5,"E"
"SUWS012848","Bayfield","Brashier",45,"N",8,"W"
"SUWS012849","Bayfield","Valaskey",45,"N",8,"W"
"SUWS012850","Bayfield","Thoren",45,"N",8,"W"
"SUWS012851","Bayfield","Romans",45,"N",8,"W"
"SUWS012852","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012853","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012855","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012856","Douglas","Jacobson, J. R.",48,"N",10,"W"
"SUWS012857","Bayfield","Brashier",45,"N",8,"W"
"SUWS012865","Douglas","Fassett, Norman C.",49,"N",10,"W"
"SUWS012867","Douglas","Romans",48,"N",14,"W"
"SUWS012871","Douglas","Romans",46,"N",15,"W"
"SUWS012872","Pierce","Romans",26,"N",17,"W"
"SUWS012875","Bayfield","Brashier",44,"N",7,"W"
"SUWS012876","Bayfield","Brashier",45,"N",8,"W"
"SUWS012880","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS012881","Bayfield","Brashier",45,"N",8,"W"
"SUWS012883","Bayfield","Brashier",45,"N",8,"W"
"SUWS012884","Bayfield","Brashier",45,"N",8,"W"
"SUWS012885","Bayfield","Brashier",45,"N",8,"W"
"SUWS012887","Douglas","Jacobson, J. R.",46,"N",10,"W"
"SUWS012890","Bayfield","Brashier",45,"N",8,"W"
"SUWS012891","Bayfield","Brashier",45,"N",8,"W"
"SUWS012894","Bayfield","Brashier",45,"N",8,"W"
"SUWS012895","Bayfield","Janowski",45,"N",8,"W"
"SUWS012896","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012897","Bayfield","Valaskey",45,"N",8,"W"
"SUWS012898","Burnett","Romans",NA,NA,NA,NA
"SUWS012899","Bayfield","Brashier",45,"N",9,"W"
"SUWS012906","Douglas","Romans",46,"N",15,"W"
"SUWS012907","Douglas","Smith, C. W.",49,"N",14,"W"
"SUWS012912","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS012913","Douglas","Romans",48,"N",13,"W"
"SUWS012914","Bayfield","Brashier",42,"N",8,"W"
"SUWS012915","Bayfield","Brashier",NA,NA,NA,NA
"SUWS012919","Douglas","Jacobson, J. R.",49,"N",10,"W"
"SUWS012973","Douglas","Clements, Jimmy",NA,NA,NA,NA
"SUWS013940","Douglas","Johnson, R.",46,"N",15,"W"
"SUWS013942","Douglas","Johnson, R.",46,"N",15,"W"
"SUWS013943","Douglas","Davidson, Donald W.",49,"N",14,"W"
"SUWS013944","Douglas","Johnson, R.",NA,NA,NA,NA
"SUWS013946","Douglas","Castle, R.",45,"N",13,"W"
"SUWS013951","Douglas","Castle, R.",48,"N",13,"W"
"SUWS013952","Douglas","Johnson, R.",NA,NA,NA,NA
"SUWS013953","Douglas","Anderson, D.",NA,NA,NA,NA
"SUWS013955","Douglas","Castle, R.",45,"N",11,"W"
"SUWS013966","Douglas","Johnson, R.",NA,NA,NA,NA
"SUWS013969","Douglas","Anderson, D.",NA,NA,NA,NA
"SUWS013974","Douglas","Johnson, R.",46,"N",13,"W"
"SUWS013975","Douglas","Castle, R.",45,"N",11,"W"
"SUWS013976","Douglas","Johnson, R.",45,"N",13,"W"
"SUWS013977","Douglas","Johnson, R.",45,"N",13,"W"
"SUWS013988","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS014049","Douglas","Clements, Jimmy",NA,NA,NA,NA
"SUWS014058","Douglas","Romans",49,"N",13,"W"
"SUWS014085","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS014106","Douglas","Romans",46,"N",15,"W"
"SUWS014134","Trempealeau","Stetzer, Gerald W.",19,"N",9,"W"
"SUWS014139","Trempealeau","Demaske, D.",18,"N",9,"W"
"SUWS014142","La Crosse","Nontelle, Deon M.",17,"N",8,"W"
"SUWS014194","Vernon","Leykom, M. F.",14,"N",7,"W"
"SUWS014198","Douglas","Romans",46,"N",15,"W"
"SUWS014200","Bayfield","Grage",45,"N",8,"W"
"SUWS014204","Douglas","McC., N. V.",NA,NA,NA,NA
"SUWS014226","Douglas","Romans",46,"N",15,"W"
"SUWS014227","Bayfield","Brashier",45,"N",8,"W"
"SUWS014229","Bayfield","Brashier",45,"N",8,"W"
"SUWS014235","Douglas","Romans",46,"N",15,"W"
"SUWS014239","Bayfield","Valaskey",46,"N",7,"W"
"SUWS014240","Douglas","Romans",46,"N",15,"W"
"SUWS014243","Douglas","Jacobson, J. R.",46,"N",10,"W"
"SUWS014246","Burnett","Romans",40,"N",16,"W"
"SUWS014248","Bayfield","Brashier",45,"N",8,"W"
"SUWS014249","Bayfield","Romans",45,"N",8,"W"
"SUWS014250","Bayfield","Brashier",45,"N",8,"W"
"SUWS014252","Bayfield","Brashier",44,"N",8,"W"
"SUWS014253","St. Croix","Brashier",29,"N",19,"W"
"SUWS014255","Bayfield","Brashier",45,"N",8,"W"
"SUWS014256","Bayfield","Brashier",45,"N",7,"W"
"SUWS014257","Bayfield","Brashier",45,"N",8,"W"
"SUWS014258","Douglas","Romans",48,"N",14,"W"
"SUWS014264","Polk","Romans",NA,NA,NA,NA
"SUWS014266","Douglas","Jacobson, J. R.",46,"N",11,"W"
"SUWS014276","Douglas","Fassett, Norman C.",45,"N",11,"W"
"SUWS014278","Juneau","Romans",15,"N",5,"E"
"SUWS014283","Bayfield","Brashier",44,"N",8,"W"
"SUWS014284","Bayfield","Brashier",44,"N",8,"W"
"SUWS014285","Bayfield","Brashier",45,"N",7,"W"
"SUWS014287","Bayfield","Valaskey",45,"N",8,"W"
"SUWS014288","Bayfield","Romans",45,"N",8,"W"
"SUWS014292","Bayfield","Romans",45,"N",8,"W"
"SUWS014293","Juneau","Romans",15,"N",5,"E"
"SUWS014294","Bayfield","Cherf",45,"N",8,"W"
"SUWS014296","St. Croix","Romans",31,"N",19,"W"
"SUWS014309","Douglas","Romans",48,"N",14,"W"
"SUWS014310","Douglas","Romans",48,"N",13,"W"
"SUWS014327","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS014328","Bayfield","Brashier",43,"N",7,"W"
"SUWS014329","Bayfield","Grage",45,"N",7,"W"
"SUWS014330","Bayfield","Romans",46,"N",5,"W"
"SUWS014334","Eau Claire","Brashier",25,"N",6,"W"
"SUWS014336","Bayfield","Brashier",45,"N",8,"W"
"SUWS014337","Bayfield","Brashier",45,"N",8,"W"
"SUWS014338","St. Croix","Brashier",29,"N",19,"W"
"SUWS014339","Bayfield","Parrish",45,"N",8,"W"
"SUWS014340","Bayfield","Brashier",45,"N",8,"W"
"SUWS014341","Bayfield","Brashier",44,"N",8,"W"
"SUWS014348","Douglas","Romans",48,"N",14,"W"
"SUWS014349","Douglas","Romans",48,"N",13,"W"
"SUWS014360","Bayfield","Romans",45,"N",8,"W"
"SUWS014362","Bayfield","Grage",45,"N",7,"W"
"SUWS014368","Burnett","Romans",40,"N",16,"W"
"SUWS014382","Douglas","Fassett, Norman C.",45,"N",11,"W"
"SUWS014393","Douglas","Romans",46,"N",15,"W"
"SUWS014399","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS014402","Bayfield","Brashier",43,"N",7,"W"
"SUWS014403","Douglas","Smith, C. W.",49,"N",14,"W"
"SUWS014416","Douglas","Romans",47,"N",14,"W"
"SUWS014429","Polk","Romans",33,"N",19,"W"
"SUWS014433","Douglas","Romans",49,"N",14,"W"
"SUWS014437","Douglas","Romans",49,"N",14,"W"
"SUWS014452","Douglas","Romans",48,"N",13,"W"
"SUWS014454","Bayfield","Grage",NA,NA,NA,NA
"SUWS014456","Douglas","Romans",48,"N",14,"W"
"SUWS014457","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS014772","Douglas","Davidson, Donald W.",47,"N",15,"W"
"SUWS014904","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014905","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014906","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014907","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014908","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014909","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014935","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014949","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014950","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014951","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014952","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014953","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014954","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014965","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014966","Polk","Davidson, Donald W.",33,"N",17,"W"
"SUWS014967","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014968","Polk","Davidson, Donald W.",36,"N",16,"W"
"SUWS014986","Douglas","Branstad, David A.",49,"N",13,"W"
"SUWS014987","Douglas","Branstad, David A.",49,"N",13,"W"
"SUWS014996","Bayfield","Romans",44,"N",7,"W"
"SUWS014997","Bayfield","Brashier",45,"N",8,"W"
"SUWS014998","Bayfield","Brashier",45,"N",8,"W"
"SUWS014999","Bayfield","Brashier",45,"N",8,"W"
"SUWS015000","Douglas","Romans",49,"N",14,"W"
"SUWS015001","Bayfield","Brashier",45,"N",7,"W"
"SUWS015002","Bayfield","Brashier",45,"N",8,"W"
"SUWS015003","Bayfield","Thoren",45,"N",8,"W"
"SUWS015005","Bayfield","Brashier",44,"N",8,"W"
"SUWS015009","Bayfield","Brashier",44,"N",7,"W"
"SUWS015010","Bayfield","Grage",45,"N",7,"W"
"SUWS015011","Bayfield","Brashier",45,"N",8,"W"
"SUWS015012","Bayfield","Brashier",44,"N",7,"W"
"SUWS015013","Douglas","Johnson, R.",45,"N",13,"W"
"SUWS015014","Bayfield","Brashier",44,"N",8,"W"
"SUWS015016","Douglas","Romans",48,"N",12,"W"
"SUWS015017","Bayfield","Brashier",44,"N",8,"W"
"SUWS015018","Bayfield","Thoren",45,"N",8,"W"
"SUWS015020","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS015024","Bayfield","Brashier",45,"N",8,"W"
"SUWS015026","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS015028","Bayfield","Brashier",45,"N",8,"W"
"SUWS015029","Bayfield","Brashier",44,"N",8,"W"
"SUWS015030","Bayfield","Brashier",45,"N",8,"W"
"SUWS015031","Bayfield","Grage",45,"N",8,"W"
"SUWS015033","Bayfield","Romans",45,"N",8,"W"
"SUWS015035","Bayfield","Brashier",44,"N",8,"W"
"SUWS015040","Douglas","Jacobson, J. R.",46,"N",10,"W"
"SUWS015041","Douglas","Jacobson, J. R.",47," N",10,"W"
"SUWS015042","Douglas","Jacobson, J. R.",45,"N",11,"W"
"SUWS015044","Douglas","Jacobson, J. R.",46,"N",10,"W"
"SUWS015051","Juneau","Romans",15,"N",5,"E"
"SUWS015052","Juneau","Romans",15,"N",5,"E"
"SUWS015056","Bayfield","Brashier",45,"N",7,"W"
"SUWS015062","Bayfield","Raatz",45,"N",8,"W"
"SUWS015070","Douglas","Jacobson, J. R.",47,"N",10,"W"
"SUWS015071","Douglas","Jacobson, J. R.",49," N",10,"W"
"SUWS015185","Bayfield","Brashier",45,"N",7,"W"
"SUWS015197","Bayfield","Brashier",45,"N",8,"W"
"SUWS015199","Bayfield","Brashier",45,"N",8,"W"
"SUWS015214","Douglas","Johnson, R.",45,"N",13,"W"
"SUWS015215","Burnett","Romans",40,"N",16,"W"
"SUWS015220","Bayfield","Brashier",47,"N",8,"W"
"SUWS015230","Douglas","Romans",NA,NA,NA,NA
"SUWS015233","Bayfield","Smith",45,"N",8,"W"
"SUWS015234","Douglas","Romans",46,"N",10,"W"
"SUWS015235","Bayfield","Brashier",45,"N",8,"W"
"SUWS015236","Vilas","Pellett, T. D.",40,"N",7,"E"
"SUWS015247","Douglas","Romans",46,"N",15,"W"
"SUWS015251","Douglas","Jacobson, J. R.",46,"N",10,"W"
"SUWS015253","Bayfield","Brashier",45,"N",8,"W"
"SUWS015254","St. Croix","Romans",31,"N",19,"W"
"SUWS015255","St. Croix","Romans",31,"N",19,"W"
"SUWS015260","Marquette","Romans",16,"N",11,"E"
"SUWS015261","Marquette","Romans",16,"N",11,"E"
"SUWS015265","Bayfield","Brashier",45,"N",8,"W"
"SUWS015266","Bayfield","Brashier",NA,NA,NA,NA
"SUWS015273","Bayfield","Brashier",46,"N",8,"W"
"SUWS015278","Burnett","Romans",41,"N",16,"W"
"SUWS015279","Bayfield","Brashier",44,"N",9,"W"
"SUWS015281","Ashland","Brashier",44,"N",2,"W"
"SUWS015284","Bayfield","Cherf",45,"N",8,"W"
"SUWS015285","Bayfield","Brashier",44,"N",7,"W"
"SUWS015290","Bayfield","Brashier",43,"N",7,"W"
"SUWS015291","Bayfield","Brashier",NA,NA,NA,NA
"SUWS015292","Bayfield","Romans",45,"N",8,"W"
"SUWS015293","Bayfield","Brashier",44,"N",8,"W"
"SUWS015297","Bayfield","Smith",45,"N",8,"W"
"SUWS015302","Douglas","Romans",45,"N",12,"W"
"SUWS015305","Douglas","Castle, R.",45,"N",11,"W"
"SUWS015309","Bayfield","Walvoord",45,"N",8,"W"
