"catalogNumber","county","collectedBy","t_num","t_dir","r_num","r_dir"
"SUWS014867","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014868","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014869","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014870","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014871","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014872","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014873","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014874","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014875","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014876","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014877","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014878","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014879","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014880","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014881","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014882","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014883","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014884","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014886","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014888","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014889","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014890","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014891","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014892","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014893","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014894","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014899","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014900","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014901","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014902","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014903","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014904","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014905","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014906","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014907","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014908","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014909","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014910","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014911","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014912","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014913","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014914","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014915","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014916","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014917","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014918","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014919","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014920","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014921","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014922","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014923","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014924","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014925","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014926","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014927","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014928","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014929","Polk","Anderson, Derek S.",36,"N",19,"W"
"SUWS014930","Polk","Anderson, Derek S.",36,"N",19,"W"
"SUWS014931","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014932","Polk","Anderson, Derek S.",36,"N",19,"W"
"SUWS014933","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014934","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014935","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014936","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014937","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014938","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014939","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014940","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014941","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014942","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014943","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014944","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014945","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014946","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014947","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014948","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014949","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014950","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014951","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014952","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014953","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014954","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014955","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014956","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014957","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014958","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014959","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014960","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014961","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014962","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014963","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014964","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014965","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014966","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014967","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014968","Polk","Anderson, Derek S.",36,"N",16,"W"
"SUWS014969","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014970","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014971","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014972","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014973","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014974","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014975","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014976","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014977","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014978","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014979","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014980","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014981","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014982","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014983","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014984","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014985","Polk","Anderson, Derek S.",33,"N",17,"W"
"SUWS014986","Douglas","Anderson, Derek S.",49,"N",13,"W"
"SUWS014987","Douglas","Anderson, Derek S.",49,"N",13,"W"
"SUWS014989","Douglas","Castle, R.",48,"N",13,"W"
"SUWS014991","Ashland","Castle, R.",48,"N",4,"W"
"SUWS014992","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS014993","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS014994","Douglas","Castle, R.",49,"N",10,"W"
"SUWS014995","Douglas","Clements, Jimmy D.",49,"N",14,"W"
"SUWS014996","Bayfield","Brashier",44,"N",7,"W"
"SUWS014997","Bayfield","Hjerleid",45,"N",8,"W"
"SUWS014998","Bayfield","Holden",45,"N",8,"W"
"SUWS014999","Bayfield","Collins",45,"N",8,"W"
"SUWS015000","Douglas","Brashier",49,"N",14,"W"
"SUWS015001","Bayfield","Barnard",45,"N",7,"W"
"SUWS015002","Bayfield","Collins",45,"N",8,"W"
"SUWS015003","Bayfield","Brashier",45,"N",8,"W"
"SUWS015004","Douglas","Castle, R.",47,"N",11,"W"
"SUWS015005","Bayfield","Cornell",44,"N",8,"W"
"SUWS015008","Iron","Bjork, Ann",45,"N",1,"W"
"SUWS015009","Bayfield","Barnard",44,"N",7,"W"
"SUWS015010","Bayfield","Brashier",45,"N",7,"W"
"SUWS015011","Bayfield","Collins",45,"N",8,"W"
"SUWS015012","Bayfield","Barnard",44,"N",7,"W"
"SUWS015013","Douglas","Castle, R.",45,"N",13,"W"
"SUWS015014","Bayfield","Cornell",44,"N",8,"W"
"SUWS015015","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015016","Douglas","Brashier",48,"N",12,"W"
"SUWS015017","Bayfield","Hjerleid",44,"N",8,"W"
"SUWS015018","Bayfield","Brashier",45,"N",8,"W"
"SUWS015019","Douglas","Castle, R.",47,"N",10,"W"
"SUWS015020","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015021","Bayfield","Longenecker, Jean",51,"N",5,"W"
"SUWS015022","Walworth","Thomson, John W., Jr.",2,"N",18,"E"
"SUWS015023","Douglas","",47,"N",15,"W"
"SUWS015024","Bayfield","Cornell",45,"N",8,"W"
"SUWS015025","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015026","Douglas","Younger, Patti",49,"N",13,"W"
"SUWS015027","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015028","Bayfield","Holden",45,"N",8,"W"
"SUWS015029","Bayfield","Hjerleid",44,"N",8,"W"
"SUWS015030","Bayfield","Collins",45,"N",8,"W"
"SUWS015031","Bayfield","Brashier",45,"N",8,"W"
"SUWS015032","Douglas","Castle, R.",49,"N",12,"W"
"SUWS015033","Bayfield","Brashier",45,"N",8,"W"
"SUWS015034","Walworth","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015035","Bayfield","Cornell",44,"N",8,"W"
"SUWS015040","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015041","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS015042","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015043","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS015044","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015047","Chippewa","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015048","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015051","Juneau","Brashier",15,"N",5,"E"
"SUWS015052","Juneau","Brashier",15,"N",5,"E"
"SUWS015053","Douglas","Ojanen, Joanne M.",47,"N",13,"W"
"SUWS015054","Bayfield","Brost, Mike",48,"N",9,"W"
"SUWS015055","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015056","Bayfield","Cherf",45,"N",7,"W"
"SUWS015057","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015058","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015060","Bayfield","Koch, Rudy G.",48,"N",5,"W"
"SUWS015062","Bayfield","Brashier",45,"N",8,"W"
"SUWS015070","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015071","Douglas","Thomson, John W., Jr.",49," N",10,"W"
"SUWS015072","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015073","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS015074","Douglas","Castle, R.",47,"N",11,"W"
"SUWS015075","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015185","Bayfield","Hjerleid",45,"N",7,"W"
"SUWS015197","Bayfield","Holden",45,"N",8,"W"
"SUWS015198","Walworth","Thomson, John W., Jr.",2,"N",17,"E"
"SUWS015199","Bayfield","Cornell",45,"N",8,"W"
"SUWS015202","Douglas","Fassett, Norman C.",45,"N",11,"W"
"SUWS015203","Bayfield","Stackler, Susan",51,"N",6,"W"
"SUWS015204","Douglas","Koch, Rudy G.",49,"N",10,"W"
"SUWS015205","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015206","Bayfield","Koch, Rudy G.",51,"N",5,"W"
"SUWS015207","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015212","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS015214","Douglas","Castle, R.",45,"N",13,"W"
"SUWS015215","Burnett","Brashier",40,"N",16,"W"
"SUWS015216","Douglas","Swanson, Denny",46,"N",13,"W"
"SUWS015217","Walworth","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015218","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015219","Jackson","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015220","Bayfield","Mackensen",47,"N",8,"W"
"SUWS015221","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS015222","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015224","Douglas","Castle, R.",47,"N",11,"W"
"SUWS015226","Douglas","Hendrickson, Sue",49,"N",14,"W"
"SUWS015227","Douglas","Castle, R.",49,"N",14,"W"
"SUWS015229","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS015230","Douglas","Brashier",NA,NA,NA,NA
"SUWS015231","Douglas","Mendenhall, Paula M.",49,"N",13,"W"
"SUWS015233","Bayfield","Brashier",45,"N",8,"W"
"SUWS015234","Douglas","Brashier",46,"N",10,"W"
"SUWS015235","Bayfield","Collins",45,"N",8,"W"
"SUWS015236","Vilas","Smith, W. A.",40,"N",7,"E"
"SUWS015238","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015239","Ashland","Koch, Rudy G.",51,"N",2,"W"
"SUWS015241","Buffalo","Luttenton, Mark",20,"N",12,"W"
"SUWS015244","Vernon","Ziegler, S. R.",14,"N",7,"W"
"SUWS015245","Grant","Koch, Rudy G.",8,"N",3,"W"
"SUWS015247","Douglas","Brashier",46,"N",15,"W"
"SUWS015248","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015249","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015250","Douglas","Martin, Bonita",47,"N",12,"W"
"SUWS015251","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015252","Bayfield","Thomson, John W., Jr.",48,"N",9,"W"
"SUWS015253","Bayfield","Holden",45,"N",8,"W"
"SUWS015254","St. Croix","Brashier",31,"N",19,"W"
"SUWS015255","St. Croix","Brashier",31,"N",19,"W"
"SUWS015256","Bayfield","Stock, Dawn",48,"N",5,"W"
"SUWS015258","Douglas","Koch, Rudy G.",43,"N",11,"W"
"SUWS015259","Burnett","Castle, R.",38,"N",16,"W"
"SUWS015260","Marquette","Brashier",16,"N",11,"E"
"SUWS015261","Marquette","Brashier",16,"N",11,"E"
"SUWS015262","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS015263","Walworth","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015265","Bayfield","Barnard",45,"N",8,"W"
"SUWS015266","Bayfield","Holden",NA,NA,NA,NA
"SUWS015267","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS015268","Bayfield","Koch, Rudy G.",44,"N",8,"W"
"SUWS015270","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015271","Douglas","Bruederle, Leo P.",49,"N",12,"W"
"SUWS015272","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015273","Bayfield","Barnard",46,"N",8,"W"
"SUWS015274","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS015275","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS015276","Washburn","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015278","Burnett","Brashier",41,"N",16,"W"
"SUWS015279","Bayfield","Holden",44,"N",9,"W"
"SUWS015280","Bayfield","Thomson, John W., Jr.",46,"N",9,"W"
"SUWS015281","Ashland","Barnard",44,"N",2,"W"
"SUWS015282","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS015283","Douglas","Thomson, John W., Jr.",48,"N",10,"W"
"SUWS015284","Bayfield","Brashier",45,"N",8,"W"
"SUWS015285","Bayfield","Holden",44,"N",7,"W"
"SUWS015286","Douglas","Castle, R.",47,"N",10,"W"
"SUWS015287","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS015289","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015290","Bayfield","Cornell",43,"N",7,"W"
"SUWS015291","Bayfield","Barnard",NA,NA,NA,NA
"SUWS015292","Bayfield","Brashier",45,"N",8,"W"
"SUWS015293","Bayfield","Hjerleid",44,"N",8,"W"
"SUWS015294","Douglas","Thomson, John W., Jr.",46,"N",12,"W"
"SUWS015296","Douglas","Thomson, John W., Jr.",48,"N",14,"W"
"SUWS015297","Bayfield","Brashier",45,"N",8,"W"
"SUWS015298","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015301","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS015302","Douglas","Brashier",45,"N",12,"W"
"SUWS015303","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015304","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015305","Douglas","Johnson, R.",45,"N",11,"W"
"SUWS015306","Douglas","Thomson, John W., Jr.",46," N",10,"W"
"SUWS015309","Bayfield","Brashier",45,"N",8,"W"
"SUWS015310","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS015313","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015314","Douglas","Brashier",44,"N",11,"W"
"SUWS015315","St. Croix","Brashier",31,"N",19,"W"
"SUWS015317","Douglas","Brashier",44,"N",11,"W"
"SUWS015318","Douglas","Behn, T.",49,"N",14,"W"
"SUWS015319","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS015320","Douglas","Davidson, Donald W.",49,"N",13,"W"
"SUWS015321","Douglas","Thomson, John W., Jr.",48,"N",10,"W"
"SUWS015322","Douglas","Brashier",48,"N",14,"W"
"SUWS015323","Douglas","Ojanen, Joanne M.",47,"N",13,"W"
"SUWS015326","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS015327","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS015331","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015332","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015333","Pierce","Brashier",26,"N",17,"W"
"SUWS015334","Douglas","Thomson, John W., Jr.",48,"N",12,"W"
"SUWS015335","Bayfield","Stackler, Susan",48,"N",6,"W"
"SUWS015337","Douglas","Thomson, John W., Jr.",47," N",10,"W"
"SUWS015338","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015339","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015340","Douglas","Ojanen, Joanne M.",49,"N",14,"W"
"SUWS015341","Douglas","Martin, Bonita",49,"N",14,"W"
"SUWS015342","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS015343","Douglas","Brashier",48,"N",14,"W"
"SUWS015344","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS015346","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS015347","Douglas","Behn, T.",49,"N",14,"W"
"SUWS015348","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015349","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS015350","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS015352","Douglas","Koch, Rudy G.",47,"N",15,"W"
"SUWS015354","Douglas","Koch, Rudy G.",49,"N",14,"W"
"SUWS015359","Douglas","Munich, Robert A.",49,"N",13,"W"
"SUWS015360","Douglas","Hansen, Perky",49,"N",13,"W"
"SUWS015361","Douglas","Martin, Bonita",47,"N",12,"W"
"SUWS015362","Marathon","Smetak, Scott",NA,NA,NA,NA
"SUWS015363","Bayfield","Anderson, Jason",NA,NA,NA,NA
"SUWS015364","Bayfield","Anderson, Jason",NA,NA,NA,NA
"SUWS015365","Bayfield","Heim, John A.",45,"N",5,"W"
"SUWS015366","Bayfield","Heim, John A.",45,"N",5,"W"
"SUWS015367","Bayfield","Cornell",44,"N",8,"W"
"SUWS015368","Douglas","Clements, Jimmy D.",NA,NA,NA,NA
"SUWS015369","Ashland","Koch, Rudy G.",51,"N",1,"W"
"SUWS015370","Polk","Brashier",33,"N",19,"W"
"SUWS015371","Bayfield","Holden",45,"N",8,"W"
"SUWS015372","Bayfield","Mackensen",NA,NA,NA,NA
"SUWS015373","Bayfield","Brashier",45,"N",8,"W"
"SUWS015374","Bayfield","Collins",45,"N",8,"W"
"SUWS015375","Bayfield","Holden",44,"N",7,"W"
"SUWS015376","Bayfield","Barnard",43,"N",7,"W"
"SUWS015377","Bayfield","Hjerleid",45,"N",8,"W "
"SUWS015378","Bayfield","Brashier",45,"N",8,"W"
"SUWS015379","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015382","Douglas","Brashier",46,"N",15,"W"
"SUWS015384","Douglas","Anderson, D.",NA,NA,NA,NA
"SUWS015385","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS015386","Douglas","Koch, Rudy G.",49,"N",14,"W"
"SUWS015387","Douglas","Thomson, John W., Jr.",48,"N",13,"W"
"SUWS015388","Bayfield","Barnard",43,"N",7,"W"
"SUWS015389","Bayfield","Collins",45,"N",8,"W"
"SUWS015390","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS015391","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS015392","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS015393","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015394","Douglas","Thomson, John W., Jr.",48,"N",12,"W"
"SUWS015395","Douglas","Anderson, Jason",49,"N",14,"W"
"SUWS015396","Douglas","Martin, Bonita",47,"N",12,"W"
"SUWS015397","Douglas","Brashier",46,"N",15,"W"
"SUWS015398","Douglas","Stackler, Susan",47,"N",15,"W"
"SUWS015399","Douglas","Dabydeen, Simon",49,"N",14,"W"
"SUWS015400","Bayfield","Thomson, John W., Jr.",46,"N",9,"W"
"SUWS015401","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015402","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015403","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015404","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015405","Douglas","Ojanen, Joanne M.",49,"N",13,"W"
"SUWS015407","Douglas","Castle, R.",49,"N",13,"W"
"SUWS015409","Douglas","Koch, Rudy G.",49,"N",14,"W"
"SUWS015411","Douglas","Brashier",48,"N",13,"W"
"SUWS015412","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015413","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS015415","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015416","Douglas","Brashier",46,"N",15,"W"
"SUWS015417","Douglas","Brashier",44,"N",14,"W"
"SUWS015418","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS015420","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015421","Trempealeau","Thompson, Kathy L.",19,"N",9,"W"
"SUWS015422","Douglas","Brashier",48,"N",13,"W"
"SUWS015423","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015424","Douglas","Thomson, John W., Jr.",47,"N",11,"W"
"SUWS015425","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015426","Douglas","Brashier",46,"N",15,"W"
"SUWS015427","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015429","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015430","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015431","Douglas","Thomson, John W., Jr.",45,"N",10,"W"
"SUWS015432","Douglas","C., E. A.",NA,NA,NA,NA
"SUWS015433","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015435","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015436","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS015437","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015438","Douglas","Brashier",46,"N",15,"W"
"SUWS015439","Douglas","Castle, R.",49,"N",10,"W"
"SUWS015441","Douglas","Ojanen, Joanne M.",47,"N",13,"W"
"SUWS015442","Douglas","Anderson, Jason",49,"N",14,"W"
"SUWS015443","Waukesha","Duffie, Judy",5,"N",17,"E"
"SUWS015445","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015446","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015447","Douglas","Ludwig, Larry",49,"N",14,"W"
"SUWS015452","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS015453","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015454","Douglas","Thomson, John W., Jr.",48,"N",10,"W"
"SUWS015455","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015456","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015457","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015458","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS015459","Douglas","Koch, Rudy G.",46,"N",15,"W"
"SUWS015460","Douglas","Hein, Elizabeth",46,"N",13,"W"
"SUWS015461","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015462","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS015463","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS015464","Douglas","Castle, R.",46,"N",10,"W"
"SUWS015465","Polk","Brashier",NA,NA,NA,NA
"SUWS015466","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS015467","Burnett","Brashier",41,"N",16,"W"
"SUWS015468","Walworth","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015469","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS015470","Douglas","Koch, Rudy G.",45,"N",12,"W"
"SUWS015471","La Crosse","Demaske, D.",15,"N",7,"W"
"SUWS015472","Douglas","Castle, R.",49,"N",14,"W"
"SUWS015473","Douglas","Castle, R.",49,"N",14,"W"
"SUWS015474","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015479","Douglas","Mendenhall, Paula M.",49,"N",13,"W"
"SUWS015481","La Crosse","Koch, Rudy G.",15,"N",7,"W"
"SUWS015482","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS015483","Sauk","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015484","Douglas","Brashier",46,"N",15,"W"
"SUWS015485","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS015487","Douglas","Brashier",46,"N",15,"W"
"SUWS015491","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS015492","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015493","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS015494","Douglas","Castle, R.",48,"N",10,"W"
"SUWS015498","Douglas","Thomson, John W., Jr.",46," N",10,"W"
"SUWS015499","Douglas","Castle, R.",47,"N",10,"W"
