"catalogNumber","t_num","t_dir","r_num","r_dir"
"SUWS013917",49,"N",13,"W"
"SUWS013919",49,"N",13,"W"
"SUWS013920",49,"N",13,"W"
"SUWS013922",49,"N",13,"W"
"SUWS013926",49,"N",14,"W"
"SUWS013932",49,"N",10,"W"
"SUWS013933",49,"N",10,"W"
"SUWS013938",49,"N",10,"W"
"SUWS013946",45,"N",13,"W"
"SUWS013947",49,"N",12,"W"
"SUWS013948",49,"N",10,"W"
"SUWS013954",49,"N",10,"W"
"SUWS013955",45,"N",11,"W"
"SUWS013958",49,"N",10,"W"
"SUWS013967",49,"N",10,"W"
"SUWS013972",49,"N",10,"W"
"SUWS013973",49,"N",12,"W"
"SUWS013974",46,"N",13,"W"
"SUWS013975",45,"N",11,"W"
"SUWS013976",45,"N",13,"W"
"SUWS013977",45,"N",13,"W"
"SUWS013979",46,"N",13,"W"
"SUWS013980",46,"N",13,"W"
"SUWS013981",46,"N",13,"W"
"SUWS013982",46,"N",13,"W"
"SUWS013983",46,"N",13,"W"
"SUWS013984",46,"N",13,"W"
"SUWS013985",46,"N",13,"W"
"SUWS013986",46,"N",13,"W"
"SUWS013987",46,"N",13,"W"
"SUWS013993",49,"N",10,"W"
"SUWS014004",49,"N",10,"W"
"SUWS014007",48,"N",12,"W"
"SUWS014010",47,"N",10,"W"
"SUWS014011",47,"N",10,"W"
"SUWS014012",47,"N",10,"W"
"SUWS014016",48,"N",10,"W"
"SUWS014022",49,"N",10,"W"
"SUWS014023",49,"N",10,"W"
"SUWS014024",49,"N",10,"W"
"SUWS014025",49,"N",10,"W"
"SUWS014027",49,"N",11,"W"
"SUWS014028",49,"N",11,"W"
"SUWS014029",49,"N",11,"W"
"SUWS014030",49,"N",13,"W"
"SUWS014031",49,"N",13,"W"
"SUWS014032",49,"N",13,"W"
"SUWS014033",49,"N",13,"W"
"SUWS014034",49,"N",13,"W"
"SUWS014035",49,"N",11,"W"
"SUWS014036",49,"N",11,"W"
"SUWS014037",49,"N",11,"W"
"SUWS014038",49,"N",11,"W"
"SUWS014039",49,"N",13,"W"
"SUWS014040",49,"N",13,"W"
"SUWS014041",49,"N",13,"W"
"SUWS014042",45,"N",11,"W"
"SUWS014043",49,"N",11,"W"
"SUWS014044",49,"N",11,"W"
"SUWS014045",49,"N",13,"W"
"SUWS014046",49,"N",11,"W"
"SUWS014047",49,"N",12,"W"
"SUWS014048",49,"N",11,"W"
"SUWS014050",49,"N",11,"W"
"SUWS014051",49,"N",11,"W"
"SUWS014052",49,"N",11,"W"
"SUWS014053",49,"N",11,"W"
"SUWS014054",49,"N",13,"W"
"SUWS014055",49,"N",12,"W"
"SUWS014057",51,"N",3,"W"
"SUWS014058",49,"N",13,"W"
"SUWS014060",16,"N",7,"W"
"SUWS014061",16,"N",7,"W"
"SUWS014062",20,"N",12,"W"
"SUWS014063",15,"N",7,"W"
"SUWS014064",45,"N",8,"W"
"SUWS014067",15,"N",7,"W"
"SUWS014068",15,"N",7,"W"
"SUWS014069",18,"N",8,"W"
"SUWS014070",15,"N",7,"W"
"SUWS014071",17,"N",8,"W"
"SUWS014072",20,"N",12,"W"
"SUWS014073",41,"N",7,"W"
"SUWS014077",16,"N",7,"W"
"SUWS014078",15,"N",7,"W"
"SUWS014079",15,"N",7,"W"
"SUWS014080",16,"N",7,"W"
"SUWS014081",49,"N",3,"W"
"SUWS014082",14,"N",7,"W"
"SUWS014083",18,"N",8,"W"
"SUWS014084",16,"N",7,"W"
"SUWS014085",47,"N",10,"W"
"SUWS014086",15,"N",7,"W"
"SUWS014087",49,"N",13,"W"
"SUWS014088",49,"N",13,"W"
"SUWS014089",49,"N",13,"W"
"SUWS014090",49,"N",14,"W"
"SUWS014091",16,"N",7,"W"
"SUWS014092",14,"N",7,"W"
"SUWS014093",53,"N",2,"W"
"SUWS014105",16,"N",7,"W"
"SUWS014108",15,"N",7,"W"
"SUWS014109",49,"N",13,"W"
"SUWS014110",49,"N",13,"W"
"SUWS014111",14,"N",4,"W"
"SUWS014112",49,"N",3,"W"
"SUWS014113",18,"N",5,"W"
"SUWS014114",15,"N",7,"W"
"SUWS014115",16,"N",7,"W"
"SUWS014116",15,"N",7,"W"
"SUWS014119",46,"N",15,"W"
"SUWS014120",14,"N",7,"W"
"SUWS014121",18,"N",9,"W"
"SUWS014122",18,"N",6,"W"
"SUWS014123",17,"N",5,"W"
"SUWS014124",49,"N",13,"W"
"SUWS014125",14,"N",4,"W"
"SUWS014127",14,"N",4,"W"
"SUWS014128",18,"N",8,"W"
"SUWS014132",41,"N",7,"W"
"SUWS014133",49,"N",13,"W"
"SUWS014135",15,"N",7,"W"
"SUWS014138",18,"N",9,"W"
"SUWS014139",18,"N",9,"W"
"SUWS014140",18,"N",9,"W"
"SUWS014142",17,"N",8,"W"
"SUWS014143",44,"N",14,"W"
"SUWS014144",46,"N",15,"W"
"SUWS014145",16,"N",7,"W"
"SUWS014147",15,"N",7,"W"
"SUWS014149",49,"N",13,"W"
"SUWS014150",49,"N",13,"W"
"SUWS014163",49,"N",13,"W"
"SUWS014185",49,"N",14,"W"
"SUWS014186",46,"N",11,"W"
"SUWS014187",44,"N",12,"W"
"SUWS014188",49,"N",13,"W"
"SUWS014189",45,"N",12,"W"
"SUWS014191",45,"N",12,"W"
"SUWS014192",47,"N",10,"W"
"SUWS014193",48,"N",9,"W"
"SUWS014194",14,"N",7,"W"
"SUWS014196",49,"N",13,"W"
"SUWS014197",46,"N",15,"W"
"SUWS014200",45,"N",8,"W"
"SUWS014201",49,"N",10,"W"
"SUWS014202",49,"N",13,"W"
"SUWS014203",49,"N",10,"W"
"SUWS014206",46,"N",15,"W"
"SUWS014208",49,"N",14,"W"
"SUWS014216",47,"N",11,"W"
"SUWS014221",46,"N",11,"W"
"SUWS014222",47,"N",10,"W"
"SUWS014223",47,"N",14,"W"
"SUWS014227",45,"N",8,"W"
"SUWS014229",45,"N",8,"W"
"SUWS014231",46,"N",15,"W"
"SUWS014234",15,"N",7,"W"
"SUWS014236",17,"N",6,"W"
"SUWS014237",45,"N",11,"W"
"SUWS014241",49,"N",13,"W"
"SUWS014242",47,"N",15,"W"
"SUWS014243",46,"N",10,"W"
"SUWS014244",49,"N",10,"W"
"SUWS014248",45,"N",8,"W"
"SUWS014249",45,"N",8,"W"
"SUWS014250",45,"N",8,"W"
"SUWS014251",48,"N",12,"W"
"SUWS014254",47,"N",9,"W"
"SUWS014255",45,"N",8,"W"
"SUWS014259",47,"N",10,"W"
"SUWS014260",14,"N",6,"W"
"SUWS014261",49,"N",13,"W"
"SUWS014263",15,"N",7,"W"
"SUWS014265",49,"N",13,"W"
"SUWS014266",46,"N",11,"W"
"SUWS014276",45,"N",11,"W"
"SUWS014277",49,"N",10,"W"
"SUWS014278",15,"N",5,"E"
"SUWS014280",49,"N",14,"W"
"SUWS014281",44,"N",8,"W"
"SUWS014282",44,"N",8,"W"
"SUWS014287",45,"N",8,"W"
"SUWS014289",49,"N",13,"W"
"SUWS014290",49,"N",10,"W"
"SUWS014291",49,"N",14,"W"
"SUWS014293",15,"N",5,"E"
"SUWS014294",45,"N",8,"W"
"SUWS014298",12,"N",15,"E"
"SUWS014300",48,"N",12,"W"
"SUWS014301",49,"N",10,"W"
"SUWS014302",44,"N",10,"W"
"SUWS014306",45,"N",10,"W"
"SUWS014307",46,"N",10,"W"
"SUWS014311",47,"N",15,"W"
"SUWS014316",46,"N",15,"W"
"SUWS014318",49,"N",13,"W"
"SUWS014319",47,"N",10,"W"
"SUWS014320",49,"N",14,"W"
"SUWS014323",9,"N",2,"W"
"SUWS014325",48,"N",14,"W"
"SUWS014327",47,"N",10,"W"
"SUWS014332",49,"N",14,"W"
"SUWS014333",47,"N",14,"W"
"SUWS014337",45,"N",8,"W"
"SUWS014339",45,"N",8,"W"
"SUWS014342",47,"N",10,"W"
"SUWS014345",45,"N",12,"W"
"SUWS014346",4,"N",16,"E"
"SUWS014347",49,"N",10,"W"
"SUWS014350",47,"N",15,"W"
"SUWS014352",49,"N",10,"W"
"SUWS014353",47,"N",14,"W"
"SUWS014355",49,"N",9,"W"
"SUWS014359",47,"N",14,"W"
"SUWS014360",45,"N",8,"W"
"SUWS014369",46,"N",10,"W"
"SUWS014370",48,"N",7,"W"
"SUWS014374",47,"N",14,"W"
"SUWS014376",46,"N",10,"W"
"SUWS014381",46,"N",11,"W"
"SUWS014382",45,"N",11,"W"
"SUWS014385",24,"N",21,"E"
"SUWS014387",49,"N",10,"W"
"SUWS014388",46,"N",9,"W"
"SUWS014390",46,"N",10,"W"
"SUWS014391",46,"N",10,"W"
"SUWS014392",46,"N",10,"W"
"SUWS014394",47,"N",10,"W"
"SUWS014399",49,"N",13,"W"
"SUWS014400",49,"N",13,"W"
"SUWS014401",46,"N",10,"W"
"SUWS014405",49,"N",14,"W"
"SUWS014406",49,"N",10,"W"
"SUWS014407",49,"N",14,"W"
"SUWS014408",49,"N",14,"W"
"SUWS014409",49,"N",14,"W"
"SUWS014410",49,"N",10,"W"
"SUWS014412",47,"N",11,"W"
"SUWS014414",46,"N",9,"W"
"SUWS014415",47,"N",13,"W"
"SUWS014416",47,"N",14,"W"
"SUWS014417",49,"N",14,"W"
"SUWS014424",47,"N",11,"W"
"SUWS014425",36,"N",16,"W"
"SUWS014435",47,"N",15,"W"
"SUWS014439",49,"N",13,"W"
"SUWS014440",49,"N",13,"W"
"SUWS014441",49,"N",13,"W"
"SUWS014442",49,"N",13,"W"
"SUWS014443",49,"N",10,"W"
"SUWS014444",49,"N",13,"W"
"SUWS014445",49,"N",13,"W"
"SUWS014446",49,"N",13,"W"
"SUWS014447",49,"N",13,"W"
"SUWS014448",49,"N",14,"W"
"SUWS014450",49,"N",13,"W"
"SUWS014451",49,"N",10,"W"
"SUWS014453",49,"N",13,"W"
"SUWS014458",49,"N",10,"W"
"SUWS014461",4,"N",16,"E"
"SUWS014490",47,"N",15,"W"
"SUWS014495",47,"N",15,"W"
"SUWS014496",47,"N",15,"W"
"SUWS014497",47,"N",15,"W"
"SUWS014499",49,"N",14,"W"
"SUWS014500",49,"N",14,"W"
"SUWS014501",49,"N",14,"W"
"SUWS014504",49,"N",14,"W"
"SUWS014508",49,"N",14,"W"
"SUWS014509",47,"N",15,"W"
"SUWS014510",49,"N",14,"W"
"SUWS014511",47,"N",15,"W"
"SUWS014512",47,"N",15,"W"
"SUWS014513",47,"N",15,"W"
"SUWS014515",47,"N",15,"W"
"SUWS014516",47,"N",15,"W"
"SUWS014517",33,"N",17,"W"
"SUWS014518",33,"N",17,"W"
"SUWS014519",33,"N",17,"W"
"SUWS014520",33,"N",17,"W"
"SUWS014521",49,"N",14,"W"
"SUWS014522",49,"N",13,"W"
"SUWS014523",49,"N",13,"W"
"SUWS014525",47,"N",15,"W"
"SUWS014527",49,"N",14,"W"
"SUWS014528",47,"N",15,"W"
"SUWS014529",47,"N",15,"W"
"SUWS014530",47,"N",15,"W"
"SUWS014531",47,"N",15,"W"
"SUWS014532",49,"N",14,"W"
"SUWS014533",48,"N",15,"W"
"SUWS014534",49,"N",14,"W"
"SUWS014535",49,"N",14,"W"
"SUWS014536",49,"N",14,"W"
"SUWS014537",49,"N",14,"W"
"SUWS014538",49,"N",14,"W"
"SUWS014539",49,"N",14,"W"
"SUWS014540",47,"N",15,"W"
"SUWS014541",49,"N",14,"W"
"SUWS014542",47,"N",15,"W"
"SUWS014543",48,"N",15,"W"
"SUWS014544",49,"N",14,"W"
"SUWS014545",48,"N",15,"W"
"SUWS014547",47,"N",15,"W"
"SUWS014549",47,"N",15,"W"
"SUWS014550",48,"N",15,"W"
"SUWS014551",47,"N",15,"W"
"SUWS014553",49,"N",14,"W"
"SUWS014554",49,"N",14,"W"
"SUWS014555",49,"N",14,"W"
"SUWS014556",47,"N",15,"W"
"SUWS014557",49,"N",14,"W"
"SUWS014558",47,"N",15,"W"
"SUWS014559",47,"N",15,"W"
"SUWS014560",47,"N",15,"W"
"SUWS014561",47,"N",15,"W"
"SUWS014562",47,"N",15,"W"
"SUWS014563",49,"N",14,"W"
"SUWS014565",49,"N",14,"W"
"SUWS014566",47,"N",15,"W"
"SUWS014567",47,"N",15,"W"
"SUWS014568",47,"N",15,"W"
"SUWS014574",49,"N",14,"W"
"SUWS014576",49,"N",14,"W"
"SUWS014577",49,"N",14,"W"
"SUWS014578",47,"N",15,"W"
"SUWS014579",49,"N",14,"W"
"SUWS014580",49,"N",14,"W"
"SUWS014581",49,"N",14,"W"
"SUWS014582",36,"N",9,"E"
"SUWS014583",36,"N",9,"E"
"SUWS014585",49,"N",14,"W"
"SUWS014591",47,"N",15,"W"
"SUWS014592",47,"N",15,"W"
"SUWS014593",47,"N",15,"W"
"SUWS014594",49,"N",14,"W"
"SUWS014598",49,"N",14,"W"
"SUWS014604",49,"N",14,"W"
"SUWS014605",49,"N",14,"W"
"SUWS014608",49,"N",14,"W"
"SUWS014609",49,"N",14,"W"
"SUWS014612",49,"N",14,"W"
"SUWS014613",49,"N",14,"W"
"SUWS014616",49,"N",14,"W"
"SUWS014620",47,"N",15,"W"
"SUWS014626",49,"N",14,"W"
"SUWS014629",49,"N",14,"W"
"SUWS014630",48,"N",15,"W"
"SUWS014632",49,"N",14,"W"
"SUWS014634",48,"N",15,"W"
"SUWS014636",47,"N",15,"W"
"SUWS014637",47,"N",15,"W"
"SUWS014638",48,"N",15,"W"
"SUWS014642",48,"N",15,"W"
"SUWS014643",49,"N",14,"W"
"SUWS014644",49,"N",14,"W"
"SUWS014645",49,"N",14,"W"
"SUWS014646",49,"N",14,"W"
"SUWS014647",49,"N",14,"W"
"SUWS014648",49,"N",14,"W"
"SUWS014649",47,"N",15,"W"
"SUWS014650",49,"N",14,"W"
"SUWS014651",49,"N",14,"W"
"SUWS014652",49,"N",14,"W"
"SUWS014653",49,"N",14,"W"
"SUWS014655",47,"N",15,"W"
"SUWS014659",49,"N",14,"W"
"SUWS014660",49,"N",14,"W"
"SUWS014663",49,"N",14,"W"
"SUWS014664",49,"N",14,"W"
"SUWS014665",49,"N",14,"W"
"SUWS014666",49,"N",14,"W"
"SUWS014668",49,"N",14,"W"
"SUWS014669",47,"N",15,"W"
"SUWS014671",49,"N",14,"W"
"SUWS014677",47,"N",15,"W"
"SUWS014679",47,"N",15,"W"
"SUWS014683",49,"N",14,"W"
"SUWS014684",49,"N",14,"W"
"SUWS014685",49,"N",14,"W"
"SUWS014686",49,"N",14,"W"
"SUWS014687",49,"N",14,"W"
"SUWS014688",49,"N",14,"W"
"SUWS014689",49,"N",14,"W"
"SUWS014690",49,"N",14,"W"
"SUWS014691",49,"N",14,"W"
"SUWS014692",49,"N",14,"W"
"SUWS014693",49,"N",14,"W"
"SUWS014695",49,"N",14,"W"
"SUWS014698",49,"N",14,"W"
"SUWS014699",49,"N",14,"W"
"SUWS014700",49,"N",14,"W"
"SUWS014704",47,"N",15,"W"
"SUWS014705",47,"N",15,"W"
"SUWS014706",49,"N",14,"W"
"SUWS014707",49,"N",14,"W"
"SUWS014708",49,"N",14,"W"
"SUWS014712",49,"N",14,"W"
"SUWS014714",49,"N",14,"W"
"SUWS014715",49,"N",14,"W"
"SUWS014744",47,"N",15,"W"
"SUWS014745",47,"N",15,"W"
"SUWS014746",47,"N",15,"W"
"SUWS014747",49,"N",14,"W"
"SUWS014748",49,"N",14,"W"
"SUWS014749",49,"N",14,"W"
"SUWS014750",49,"N",14,"W"
"SUWS014752",49,"N",14,"W"
"SUWS014753",49,"N",14,"W"
"SUWS014755",49,"N",14,"W"
"SUWS014756",49,"N",14,"W"
"SUWS014757",49,"N",14,"W"
"SUWS014760",49,"N",14,"W"
"SUWS014761",49,"N",14,"W"
"SUWS014762",35,"N",11,"W"
"SUWS014763",35,"N",11,"W"
"SUWS014764",35,"N",11,"W"
"SUWS014765",35,"N",11,"W"
"SUWS014767",35,"N",11,"W"
"SUWS014768",35,"N",11,"W"
"SUWS014769",35,"N",11,"W"
"SUWS014770",49,"N",13,"W"
"SUWS014771",47,"N",15,"W"
"SUWS014772",47,"N",15,"W"
"SUWS014773",47,"N",15,"W"
"SUWS014774",47,"N",15,"W"
"SUWS014775",49,"N",14,"W"
"SUWS014776",47,"N",15,"W"
"SUWS014777",49,"N",13,"W"
"SUWS014778",49,"N",13,"W"
"SUWS014779",49,"N",13,"W"
"SUWS014780",49,"N",13,"W"
"SUWS014781",49,"N",14,"W"
"SUWS014782",49,"N",14,"W"
"SUWS014783",49,"N",14,"W"
"SUWS014784",49,"N",14,"W"
"SUWS014786",49,"N",14,"W"
"SUWS014787",49,"N",14,"W"
"SUWS014788",49,"N",14,"W"
"SUWS014789",49,"N",14,"W"
"SUWS014791",49,"N",14,"W"
"SUWS014792",49,"N",14,"W"
"SUWS014793",49,"N",14,"W"
"SUWS014796",33,"N",17,"W"
"SUWS014797",33,"N",17,"W"
"SUWS014799",33,"N",17,"W"
"SUWS014800",33,"N",17,"W"
"SUWS014801",33,"N",17,"W"
"SUWS014802",33,"N",18,"W"
"SUWS014803",33,"N",18,"W"
"SUWS014810",33,"N",17,"W"
"SUWS014814",49,"N",14,"W"
"SUWS014815",49,"N",14,"W"
"SUWS014816",49,"N",14,"W"
"SUWS014817",49,"N",14,"W"
"SUWS014818",49,"N",14,"W"
"SUWS014819",48,"N",15,"W"
"SUWS014821",49,"N",14,"W"
"SUWS014825",49,"N",14,"W"
"SUWS014826",49,"N",14,"W"
"SUWS014827",49,"N",14,"W"
"SUWS014828",49,"N",14,"W"
"SUWS014829",49,"N",14,"W"
"SUWS014830",49,"N",14,"W"
"SUWS014831",49,"N",14,"W"
"SUWS014834",49,"N",14,"W"
"SUWS014835",49,"N",14,"W"
"SUWS014836",49,"N",14,"W"
"SUWS014837",49,"N",14,"W"
"SUWS014838",49,"N",14,"W"
"SUWS014839",49,"N",14,"W"
"SUWS014840",49,"N",14,"W"
"SUWS014842",49,"N",14,"W"
"SUWS014843",49,"N",14,"W"
"SUWS014844",47,"N",15,"W"
"SUWS014845",47,"N",15,"W"
"SUWS014846",47,"N",15,"W"
"SUWS014849",33,"N",17,"W"
"SUWS014850",33,"N",17,"W"
"SUWS014851",33,"N",17,"W"
"SUWS014852",33,"N",17,"W"
"SUWS014853",33,"N",17,"W"
"SUWS014854",33,"N",17,"W"
"SUWS014855",33,"N",17,"W"
"SUWS014856",33,"N",17,"W"
"SUWS014857",33,"N",17,"W"
"SUWS014858",33,"N",17,"W"
"SUWS014859",33,"N",17,"W"
"SUWS014860",33,"N",17,"W"
"SUWS014861",33,"N",17,"W"
"SUWS014862",33,"N",17,"W"
"SUWS014863",33,"N",17,"W"
"SUWS014864",33,"N",17,"W"
"SUWS014865",33,"N",17,"W"
"SUWS014866",33,"N",17,"W"
"SUWS014867",33,"N",17,"W"
"SUWS014868",33,"N",17,"W"
"SUWS014869",33,"N",17,"W"
"SUWS014870",33,"N",17,"W"
"SUWS014871",33,"N",17,"W"
"SUWS014872",33,"N",17,"W"
"SUWS014873",33,"N",17,"W"
"SUWS014874",33,"N",17,"W"
"SUWS014875",33,"N",17,"W"
"SUWS014876",33,"N",17,"W"
"SUWS014877",33,"N",17,"W"
"SUWS014878",33,"N",17,"W"
"SUWS014879",33,"N",17,"W"
"SUWS014880",33,"N",17,"W"
"SUWS014881",33,"N",17,"W"
"SUWS014882",33,"N",17,"W"
"SUWS014883",33,"N",17,"W"
"SUWS014884",33,"N",17,"W"
"SUWS014886",33,"N",17,"W"
"SUWS014888",33,"N",17,"W"
"SUWS014889",33,"N",17,"W"
"SUWS014890",33,"N",17,"W"
"SUWS014891",33,"N",17,"W"
"SUWS014892",33,"N",17,"W"
"SUWS014893",33,"N",17,"W"
"SUWS014894",33,"N",17,"W"
"SUWS014899",33,"N",17,"W"
"SUWS014900",33,"N",17,"W"
"SUWS014901",33,"N",17,"W"
"SUWS014902",33,"N",17,"W"
"SUWS014903",33,"N",17,"W"
"SUWS014904",36,"N",16,"W"
"SUWS014905",36,"N",16,"W"
"SUWS014906",36,"N",16,"W"
"SUWS014907",36,"N",16,"W"
"SUWS014908",36,"N",16,"W"
"SUWS014909",36,"N",16,"W"
"SUWS014910",33,"N",17,"W"
"SUWS014911",33,"N",17,"W"
"SUWS014912",36,"N",16,"W"
"SUWS014913",33,"N",17,"W"
"SUWS014914",33,"N",17,"W"
"SUWS014915",33,"N",17,"W"
"SUWS014916",33,"N",17,"W"
"SUWS014917",33,"N",17,"W"
"SUWS014918",33,"N",17,"W"
"SUWS014919",33,"N",17,"W"
"SUWS014920",33,"N",17,"W"
"SUWS014921",33,"N",17,"W"
"SUWS014922",33,"N",17,"W"
"SUWS014923",33,"N",17,"W"
"SUWS014924",33,"N",17,"W"
"SUWS014925",33,"N",17,"W"
"SUWS014926",33,"N",17,"W"
"SUWS014927",33,"N",17,"W"
"SUWS014928",33,"N",17,"W"
"SUWS014929",36,"N",19,"W"
"SUWS014930",36,"N",19,"W"
"SUWS014931",36,"N",16,"W"
"SUWS014932",36,"N",19,"W"
"SUWS014933",36,"N",16,"W"
"SUWS014934",33,"N",17,"W"
"SUWS014935",36,"N",16,"W"
"SUWS014936",33,"N",17,"W"
"SUWS014937",33,"N",17,"W"
"SUWS014938",33,"N",17,"W"
"SUWS014939",33,"N",17,"W"
"SUWS014940",33,"N",17,"W"
"SUWS014941",33,"N",17,"W"
"SUWS014942",33,"N",17,"W"
"SUWS014943",33,"N",17,"W"
"SUWS014944",33,"N",17,"W"
"SUWS014945",33,"N",17,"W"
"SUWS014946",33,"N",17,"W"
"SUWS014947",33,"N",17,"W"
"SUWS014948",33,"N",17,"W"
"SUWS014949",36,"N",16,"W"
"SUWS014950",36,"N",16,"W"
"SUWS014951",36,"N",16,"W"
"SUWS014952",36,"N",16,"W"
"SUWS014953",36,"N",16,"W"
"SUWS014954",36,"N",16,"W"
"SUWS014955",33,"N",17,"W"
"SUWS014956",33,"N",17,"W"
"SUWS014957",33,"N",17,"W"
"SUWS014958",33,"N",17,"W"
"SUWS014959",33,"N",17,"W"
"SUWS014960",36,"N",16,"W"
"SUWS014961",36,"N",16,"W"
"SUWS014962",36,"N",16,"W"
"SUWS014963",33,"N",17,"W"
"SUWS014964",33,"N",17,"W"
"SUWS014965",36,"N",16,"W"
"SUWS014966",33,"N",17,"W"
"SUWS014967",36,"N",16,"W"
"SUWS014968",36,"N",16,"W"
"SUWS014969",33,"N",17,"W"
"SUWS014970",33,"N",17,"W"
"SUWS014971",33,"N",17,"W"
"SUWS014972",33,"N",17,"W"
"SUWS014973",33,"N",17,"W"
"SUWS014974",33,"N",17,"W"
"SUWS014975",33,"N",17,"W"
"SUWS014976",33,"N",17,"W"
"SUWS014977",33,"N",17,"W"
"SUWS014978",33,"N",17,"W"
"SUWS014979",33,"N",17,"W"
"SUWS014980",33,"N",17,"W"
"SUWS014981",33,"N",17,"W"
"SUWS014982",33,"N",17,"W"
"SUWS014983",33,"N",17,"W"
"SUWS014984",33,"N",17,"W"
"SUWS014985",33,"N",17,"W"
"SUWS014986",49,"N",13,"W"
"SUWS014987",49,"N",13,"W"
"SUWS014992",49,"N",13,"W"
"SUWS014993",49,"N",13,"W"
"SUWS014994",49,"N",10,"W"
"SUWS014995",49,"N",14,"W"
"SUWS014996",44,"N",7,"W"
"SUWS014997",45,"N",8,"W"
"SUWS014998",45,"N",8,"W"
"SUWS014999",45,"N",8,"W"
"SUWS015002",45,"N",8,"W"
"SUWS015003",45,"N",8,"W"
"SUWS015008",45,"N",1,"W"
"SUWS015009",44,"N",7,"W"
"SUWS015010",45,"N",7,"W"
"SUWS015011",45,"N",8,"W"
"SUWS015012",44,"N",7,"W"
"SUWS015013",45,"N",13,"W"
"SUWS015015",49,"N",10,"W"
"SUWS015018",45,"N",8,"W"
"SUWS015020",47,"N",10,"W"
"SUWS015021",51,"N",5,"W"
"SUWS015022",2,"N",18,"E"
"SUWS015023",47,"N",15,"W"
"SUWS015026",49,"N",13,"W"
"SUWS015027",49,"N",10,"W"
"SUWS015028",45,"N",8,"W"
"SUWS015030",45,"N",8,"W"
"SUWS015031",45,"N",8,"W"
"SUWS015032",49,"N",12,"W"
"SUWS015033",45,"N",8,"W"
"SUWS015040",46,"N",10,"W"
"SUWS015042",45,"N",11,"W"
"SUWS015043",49,"N",13,"W"
"SUWS015044",46,"N",10,"W"
"SUWS015051",15,"N",5,"E"
"SUWS015052",15,"N",5,"E"
"SUWS015054",48,"N",9,"W"
"SUWS015055",49,"N",10,"W"
"SUWS015056",45,"N",7,"W"
"SUWS015058",46,"N",15,"W"
"SUWS015060",48,"N",5,"W"
"SUWS015062",45,"N",8,"W"
"SUWS015070",47,"N",10,"W"
"SUWS015072",49,"N",10,"W"
"SUWS015075",49,"N",13,"W"
"SUWS015198",2,"N",17,"E"
"SUWS015202",45,"N",11,"W"
"SUWS015203",51,"N",6,"W"
"SUWS015204",49,"N",10,"W"
"SUWS015206",51,"N",5,"W"
"SUWS015212",49,"N",13,"W"
"SUWS015214",45,"N",13,"W"
"SUWS015218",46,"N",10,"W"
"SUWS015221",49,"N",13,"W"
"SUWS015222",49,"N",13,"W"
"SUWS015226",49,"N",14,"W"
"SUWS015229",46,"N",11,"W"
"SUWS015231",49,"N",13,"W"
"SUWS015233",45,"N",8,"W"
"SUWS015235",45,"N",8,"W"
"SUWS015236",40,"N",7,"E"
"SUWS015238",46,"N",15,"W"
"SUWS015241",20,"N",12,"W"
"SUWS015244",14,"N",7,"W"
"SUWS015245",8,"N",3,"W"
"SUWS015248",49,"N",10,"W"
"SUWS015249",47,"N",10,"W"
"SUWS015250",47,"N",12,"W"
"SUWS015251",46,"N",10,"W"
"SUWS015252",48,"N",9,"W"
"SUWS015256",48,"N",5,"W"
"SUWS015258",43,"N",11,"W"
"SUWS015260",16,"N",11,"E"
"SUWS015261",16,"N",11,"E"
"SUWS015267",46,"N",11,"W"
"SUWS015268",44,"N",8,"W"
"SUWS015270",49,"N",13,"W"
"SUWS015271",49,"N",12,"W"
"SUWS015272",45,"N",11,"W"
"SUWS015273",46,"N",8,"W"
"SUWS015274",46,"N",13,"W"
"SUWS015275",49,"N",13,"W"
"SUWS015280",46,"N",9,"W"
"SUWS015282",46,"N",13,"W"
"SUWS015283",48,"N",10,"W"
"SUWS015284",45,"N",8,"W"
"SUWS015287",49,"N",13,"W"
"SUWS015289",49,"N",10,"W"
"SUWS015292",45,"N",8,"W"
"SUWS015294",46,"N",12,"W"
"SUWS015296",48,"N",14,"W"
"SUWS015297",45,"N",8,"W"
"SUWS015298",45,"N",11,"W"
"SUWS015301",49,"N",13,"W"
"SUWS015303",49,"N",10,"W"
"SUWS015304",45,"N",11,"W"
"SUWS015305",45,"N",11,"W"
"SUWS015309",45,"N",8,"W"
"SUWS015310",49,"N",13,"W"
"SUWS015313",45,"N",11,"W"
"SUWS015319",49,"N",13,"W"
"SUWS015320",49,"N",13,"W"
"SUWS015321",48,"N",10,"W"
"SUWS015326",49,"N",13,"W"
"SUWS015327",47,"N",14,"W"
"SUWS015331",46,"N",10,"W"
"SUWS015332",46,"N",10,"W"
"SUWS015334",48,"N",12,"W"
"SUWS015335",48,"N",6,"W"
"SUWS015338",46,"N",15,"W"
"SUWS015339",49,"N",10,"W"
"SUWS015342",49,"N",13,"W"
"SUWS015344",46,"N",11,"W"
"SUWS015346",49,"N",13,"W"
"SUWS015348",49,"N",10,"W"
"SUWS015349",49,"N",13,"W"
"SUWS015350",46,"N",11,"W"
"SUWS015352",47,"N",15,"W"
"SUWS015354",49,"N",14,"W"
"SUWS015359",49,"N",13,"W"
"SUWS015360",49,"N",13,"W"
"SUWS015361",47,"N",12,"W"
"SUWS015365",45,"N",5,"W"
"SUWS015366",45,"N",5,"W"
"SUWS015371",45,"N",8,"W"
