OBJECTID,TWP,RNG,DIR_ALPHA,Shape_Length,Shape_Area
1,1,1,E,52696.18066,-173397706.6
2,1,1,W,52594.07837,-173489031
3,1,2,E,52610.04167,-172725703.7
4,1,2,W,51041.73691,-156349524.6
5,1,3,E,52650.25039,-172667117.1
6,1,3,W,12070.98493,-6791092.261
7,1,4,E,53083.63371,-175829439.8
8,1,5,E,53576.23729,-179098405
9,1,6,E,53707.51513,-179887254.3
10,1,7,E,53895.23255,-181295158.6
11,1,8,E,54437.44224,-185126222.1
12,1,9,E,55187.18337,-190162690.9
13,1,10,E,52535.99661,-172130002.7
14,1,11,E,52761.03285,-173833461.1
15,1,12,E,52806.32359,-174685454.1
16,1,13,E,52796.09789,-173998250.1
17,1,14,E,52880.9582,-175183153.7
18,1,15,E,52773.71457,-173956157.5
19,1,16,E,52729.2876,-173759231.8
20,1,17,E,52728.22363,-173869738.7
21,1,18,E,52670.76704,-173006657.3
22,1,19,E,52557.99424,-172692006.8
23,1,20,E,52597.41481,-172895111.1
24,1,21,E,52589.39884,-172485847.6
25,1,22,E,52720.80447,-173950690.3
26,1,23,E,35680.89666,-60213842.91
27,2,1,E,52650.14941,-173595393.7
28,2,1,W,52594.04069,-172646472.8
29,2,2,E,52550.26525,-172921593
30,2,2,W,52716.10814,-174403678.6
31,2,3,E,52646.46842,-173589118.9
32,2,3,W,49097.91494,-103758452
33,2,4,E,52547.04107,-172706341.2
34,2,4,W,32514.90523,-38437339.74
35,2,5,E,52595.17616,-173086851.6
36,2,5,W,4699.832481,-875124.9609
37,2,6,E,52552.66442,-172675276.7
38,2,7,E,52531.49053,-172508340.9
39,2,8,E,52357.1795,-171365370.9
40,2,9,E,52532.63695,-172317788.3
41,2,10,E,52532.30234,-172556990.2
42,2,11,E,52701.61172,-173812342
43,2,12,E,52799.12941,-174316513.4
44,2,13,E,52654.1665,-172915818.9
45,2,14,E,52728.33611,-173526823.8
46,2,15,E,52584.89737,-172115013.4
47,2,16,E,52510.60104,-172519738.3
48,2,17,E,52468.68843,-172506810.3
49,2,18,E,52536.99318,-172509837.4
50,2,19,E,52512.31524,-172314274.8
51,2,20,E,52465.50779,-171808421.5
52,2,21,E,52489.03947,-172366127.3
53,2,22,E,52511.43261,-171971344.7
54,2,23,E,35290.09427,-59377603.51
55,3,1,E,52681.54493,-173154461.7
56,3,1,W,52898.13444,-174346377
57,3,2,E,52777.39611,-174315556.2
58,3,2,W,52745.11595,-173667450.2
59,3,3,E,52766.79187,-173998652.6
60,3,3,W,53020.97554,-175536660.2
61,3,4,E,52463.95131,-171856607.9
62,3,4,W,53001.4861,-175823679.1
63,3,5,E,52749.56217,-173869480.1
64,3,5,W,49900.241,-150889665.9
65,3,6,E,52652.66028,-173269781.6
66,3,6,W,25849.22123,-28638387.02
67,3,7,E,52594.8621,-172787080.5
68,3,8,E,52293.15051,-170574605.3
69,3,9,E,52636.97063,-173400210.1
70,3,10,E,52613.56041,-172950853.4
71,3,11,E,52795.60109,-173722206
72,3,12,E,52914.86635,-174737006.1
73,3,13,E,52860.83601,-174650123.8
74,3,14,E,52721.66171,-173325933.9
75,3,15,E,52514.6118,-172979904.2
76,3,16,E,52601.67883,-172683798.4
77,3,17,E,52610.28522,-172565624.6
78,3,18,E,52544.21233,-172514769.4
79,3,19,E,52613.56535,-172721747.6
80,3,20,E,52615.72867,-173533322.4
81,3,21,E,52718.83579,-174002537.9
82,3,22,E,52660.72531,-173121442.4
83,3,23,E,44452.6719,-87535601.44
84,4,1,E,52648.62158,-173406019.1
85,4,1,W,52981.49386,-175493372.8
86,4,2,E,52701.25967,-173257656
87,4,2,W,52771.92069,-174148088.7
88,4,3,E,52768.73545,-173678700.4
89,4,3,W,53028.09953,-175874936.7
90,4,4,E,52543.0674,-172445589.9
91,4,4,W,52851.92525,-174020572
92,4,5,E,52708.5073,-173691506.9
93,4,5,W,52782.22363,-174407719.8
94,4,6,E,52662.69533,-173952789.8
95,4,6,W,39507.58879,-84674919.51
96,4,7,E,52585.89669,-172791558.9
97,4,8,E,52249.20993,-170079161
98,4,9,E,52299.22592,-170809332.6
99,4,10,E,52940.31898,-175553019.5
100,4,11,E,52945.96219,-175264109.5
101,4,12,E,52761.84755,-174312608.7
102,4,13,E,52950.89106,-173957554.8
103,4,14,E,52949.58202,-175265478.2
104,4,15,E,52645.87482,-172925702.8
105,4,16,E,52425.28825,-171932974.9
106,4,17,E,52370.65836,-171168369.1
107,4,18,E,52477.26478,-172524150.9
108,4,19,E,52573.03999,-172564633.1
109,4,20,E,52475.62413,-171714900.7
110,4,21,E,52475.26177,-171991102.9
111,4,22,E,52363.6767,-171317573.8
112,4,23,E,44068.10448,-87946589.38
113,5,1,E,53128.7122,-176413994.5
114,5,1,W,53094.82657,-176222416.2
115,5,2,E,52989.2152,-175554048.1
116,5,2,W,53115.73073,-176435992.1
117,5,3,E,52852.79245,-174689339.1
118,5,3,W,52999.15597,-175459288.9
119,5,4,E,52650.37197,-173234546.5
120,5,4,W,52792.37521,-173859463.4
121,5,5,E,52760.63658,-173694749.9
122,5,5,W,52939.71154,-175389478.9
123,5,6,E,52781.38441,-174223547.8
124,5,6,W,50237.72923,-145390279
125,5,7,E,52682.07658,-172946545.1
126,5,7,W,14379.11886,-3864506.511
127,5,8,E,52512.09641,-172262648.1
128,5,9,E,52414.44863,-171832633
129,5,10,E,52620.13486,-173032137
130,5,11,E,52700.81191,-173913491.1
131,5,12,E,52948.55709,-174912844.3
132,5,13,E,53280.09863,-177902779
133,5,14,E,53227.81692,-177479236.7
134,5,15,E,53139.32034,-176424938.7
135,5,16,E,53006.84045,-175715758.8
136,5,17,E,52869.83442,-174650928.6
137,5,18,E,52885.70442,-174722201.7
138,5,19,E,52883.30048,-174908586.5
139,5,20,E,52852.50059,-174878132.8
140,5,21,E,52850.00292,-174312416.4
141,5,22,E,52486.05817,-172214579.1
142,5,23,E,8861.582692,-4907462.73
143,6,1,E,52993.67247,-175395791.1
144,6,1,W,52835.57341,-174193245.6
145,6,2,E,52990.46151,-175357431.8
146,6,2,W,52995.41058,-175436133.2
147,6,3,E,53055.39832,-176153568.1
148,6,3,W,53012.21681,-175906617.9
149,6,4,E,52703.07101,-173131463.6
150,6,4,W,52908.82008,-175059448.5
151,6,5,E,52783.3529,-173904780.5
152,6,5,W,53049.6174,-176504591.6
153,6,6,E,52771.69985,-173973151.2
154,6,6,W,52759.96417,-173961221.5
155,6,7,E,52818.13059,-174533357.5
156,6,7,W,31369.8277,-24131438.73
157,6,8,E,52849.78552,-174407800.6
158,6,9,E,53174.59033,-176656445.1
159,6,10,E,52883.76735,-173689230.8
160,6,11,E,52899.68315,-175492052.3
161,6,12,E,53042.30918,-176392759.9
162,6,13,E,53015.56126,-175609305.5
163,6,14,E,52848.18345,-173880429.5
164,6,15,E,53301.04015,-177110057.4
165,6,16,E,53237.84617,-177548388.6
166,6,17,E,53090.24733,-175431840
167,6,18,E,52906.11611,-174865639.3
168,6,19,E,52867.23695,-174788620.6
169,6,20,E,52956.76962,-175234803.6
170,6,21,E,53015.13386,-175883924.1
171,6,22,E,52389.75067,-162574341.1
172,7,1,E,52932.3181,-175033489.6
173,7,1,W,52776.57831,-174099792.4
174,7,2,E,52502.05473,-172414399.3
175,7,2,W,53108.69047,-176379636
176,7,3,E,52421.61404,-171755068
177,7,3,W,52911.53374,-175528171.1
178,7,4,E,52385.92474,-171842505.3
179,7,4,W,52687.19198,-173194698.4
180,7,5,E,52591.93079,-173212448.8
181,7,5,W,53045.89239,-175418448.3
182,7,6,E,52669.54321,-173653648.2
183,7,6,W,52717.42623,-173648885.7
184,7,7,E,53054.43887,-176245393
185,7,7,W,34332.69534,-52353306.16
186,7,8,E,52977.60453,-175276527.9
187,7,9,E,53038.32257,-175745721.8
188,7,10,E,52994.3278,-175367760.1
189,7,11,E,52629.50769,-172922245.1
190,7,12,E,52753.20393,-173839760.4
191,7,13,E,53150.30559,-176406771.1
192,7,14,E,52985.94813,-175685084.8
193,7,15,E,53197.84175,-177094189.1
194,7,16,E,53121.37873,-176206339
195,7,17,E,53198.32759,-176702587.5
196,7,18,E,53045.26294,-176860613.8
197,7,19,E,53008.31604,-175268249.5
198,7,20,E,53319.21034,-177358527.2
199,7,21,E,53389.13227,-178416659.1
200,7,22,E,48730.21864,-137685508.6
201,8,1,E,53029.33912,-175468859.1
202,8,1,W,52625.22799,-173317304.1
203,8,2,E,52828.2823,-174621611.1
204,8,2,W,52908.0756,-174485777.4
205,8,3,E,53052.07951,-176027500.6
206,8,3,W,52660.76531,-173130004.8
207,8,4,E,53175.93594,-176826383
208,8,4,W,52657.3933,-173271477.5
209,8,5,E,52980.12673,-174958195.3
210,8,5,W,53207.61548,-177025923.2
211,8,6,E,52958.18495,-175391909.9
212,8,6,W,50325.93188,-164133175.2
213,8,7,E,53178.19223,-176344142.8
214,8,7,W,20380.72104,-16068573.99
215,8,8,E,53269.93019,-177373745.6
216,8,9,E,53142.44556,-176890548.4
217,8,10,E,52897.3383,-175016606.5
218,8,11,E,52811.26711,-173850831.9
219,8,12,E,52772.15054,-173100984.5
220,8,13,E,53185.57692,-176185594.6
221,8,14,E,53190.92279,-176565192.1
222,8,15,E,53252.74341,-176928372.5
223,8,16,E,53371.48635,-178135535.5
224,8,17,E,53326.91988,-178026791.1
225,8,18,E,53257.96781,-176594332.4
226,8,19,E,53136.17988,-176490650.6
227,8,20,E,53292.61881,-177320180.7
228,8,21,E,53292.23621,-177463037.4
229,8,22,E,49578.57608,-104643439.5
230,9,1,E,53183.01142,-176986509.3
231,9,1,W,52680.61939,-173573287.3
232,9,2,E,53012.53924,-175365162.9
233,9,2,W,53064.06721,-176690588
234,9,3,E,52971.97659,-175357403.9
235,9,3,W,52831.02171,-174322116.7
236,9,4,E,52933.22723,-175323996.7
237,9,4,W,52803.04253,-174389637.4
238,9,5,E,52766.42893,-173983170.6
239,9,5,W,53323.67552,-177230067.2
240,9,6,E,53040.05923,-175528758.9
241,9,6,W,46435.91833,-80118413.34
242,9,7,E,53150.93351,-176657966.7
243,9,8,E,53223.63602,-176944826
244,9,9,E,53216.92723,-176511555.6
245,9,10,E,52742.50103,-173866142.5
246,9,11,E,52860.05042,-174683718.8
247,9,12,E,52903.84692,-175082117.7
248,9,13,E,52992.33326,-175003688
249,9,14,E,52956.07889,-175688055.2
250,9,15,E,52936.87101,-175091307.7
251,9,16,E,53029.37406,-175467502.3
252,9,17,E,52892.09865,-174431218.7
253,9,18,E,53195.20495,-176692716.6
254,9,19,E,53319.68054,-177832796.4
255,9,20,E,53162.38804,-176882011.5
256,9,21,E,53174.20051,-176562871.9
257,9,22,E,39826.8612,-73419130.47
258,10,1,E,53164.82659,-176375347.8
259,10,1,W,52789.53075,-173802528.8
260,10,2,E,53075.90492,-176640585.8
261,10,2,W,53295.93141,-176991564.9
262,10,3,E,53154.46921,-176406868.4
263,10,3,W,53050.57703,-175610886.5
264,10,4,E,53125.50454,-176689105.9
265,10,4,W,53139.06742,-176330874.4
266,10,5,E,52802.2407,-173883456.7
267,10,5,W,53653.16507,-180316785.6
268,10,6,E,53006.16875,-175672933.3
269,10,6,W,49888.95197,-156199880.9
270,10,7,E,53140.7965,-176517086
271,10,7,W,27749.26217,-44454908.5
272,10,8,E,53261.05855,-177148969
273,10,9,E,53104.74894,-176277514.2
274,10,10,E,52831.41453,-175053396.4
275,10,11,E,52912.03824,-174989497.4
276,10,12,E,52922.52533,-174978476.5
277,10,13,E,52823.6512,-174484621.3
278,10,14,E,52725.36167,-173420533.2
279,10,15,E,52824.4952,-174702402.4
280,10,16,E,53077.28174,-175696832.2
281,10,17,E,53168.37408,-176706345.7
282,10,18,E,53581.86395,-179747624.5
283,10,19,E,53179.14175,-176710803.7
284,10,20,E,53434.38798,-178502909.4
285,10,21,E,53148.81855,-176868327.4
286,10,22,E,44990.25229,-105931940.2
287,11,1,E,53291.05327,-177690543.5
288,11,1,W,53213.87864,-176996350.2
289,11,2,E,53099.30877,-176059021.4
290,11,2,W,53213.1341,-177184755.3
291,11,3,E,53194.35291,-176825925.8
292,11,3,W,53240.97145,-177002904.8
293,11,4,E,53209.75684,-176835855.3
294,11,4,W,53178.18359,-176999326.8
295,11,5,E,52885.10142,-174448663.8
296,11,5,W,53198.63516,-176756811.9
297,11,6,E,53003.97914,-175848964.2
298,11,6,W,53249.007,-176928256.4
299,11,7,E,52972.68261,-174791139.9
300,11,7,W,43050.19773,-94768969.78
301,11,8,E,52959.20406,-175401882.2
302,11,9,E,52979.44019,-175693532.8
303,11,10,E,53188.92496,-177054291.6
304,11,11,E,53191.86259,-176593118.9
305,11,12,E,53480.91465,-178918306.5
306,11,13,E,53567.6779,-179252581.7
307,11,14,E,53554.55394,-179411094.1
308,11,15,E,53730.63839,-180331051
309,11,16,E,53652.9411,-179719415.7
310,11,17,E,53443.90957,-178461586.9
311,11,18,E,53223.71471,-177115974.4
312,11,19,E,53322.13982,-177881718.1
313,11,20,E,53505.98309,-178055874.7
314,11,21,E,53472.46077,-178703341.6
315,11,22,E,53403.03035,-127812898.3
316,12,1,E,53451.25358,-178716808.4
317,12,1,W,53311.63785,-177516991.1
318,12,2,E,53280.36656,-176903076.8
319,12,2,W,53112.38222,-176577242.8
320,12,3,E,53271.05608,-177420907.1
321,12,3,W,53123.37822,-175730739.8
322,12,4,E,53263.82406,-177622522.7
323,12,4,W,53119.48366,-176351340.7
324,12,5,E,52828.12501,-174300798.8
325,12,5,W,52993.32576,-175352800.2
326,12,6,E,52945.44077,-175181233.8
327,12,6,W,52741.90647,-174284961.6
328,12,7,E,53056.26626,-176805337.6
329,12,7,W,46463.60646,-112733877.8
330,12,8,E,52914.98952,-174795063.3
331,12,9,E,53349.58753,-177977006.1
332,12,10,E,56939.40314,-201528834.8
333,12,11,E,56998.31597,-202723609.4
334,12,12,E,53554.69368,-179258944.3
335,12,13,E,53609.65698,-179803757.1
336,12,14,E,53528.38891,-178467868.2
337,12,15,E,53618.02782,-179763390.8
338,12,16,E,54002.66121,-182435389.9
339,12,17,E,53545.17719,-179350226.5
340,12,18,E,53111.21296,-176233697.1
341,12,19,E,53643.75091,-179436555.9
342,12,20,E,53857.8895,-181239064.1
343,12,21,E,53593.78638,-179626979
344,12,22,E,53516.3187,-178922656.1
345,12,23,E,26795.10404,-24132497.97
346,13,1,E,53251.39356,-176992309.5
347,13,1,W,53134.27567,-176545165.7
348,13,2,E,53409.02315,-178631869.6
349,13,2,W,52889.31035,-174906764.2
350,13,3,E,53175.61656,-176590454.6
351,13,3,W,52756.07253,-174425077.7
352,13,4,E,52901.13256,-175104155.2
353,13,4,W,53166.37025,-176257802.7
354,13,5,E,52650.58382,-173777689.8
355,13,5,W,52808.28589,-174444929
356,13,6,E,53484.64229,-177530997.4
357,13,6,W,52780.28635,-174169515.7
358,13,7,E,53707.07608,-180163796.4
359,13,7,W,51819.20992,-148686485
360,13,8,E,52801.08755,-173981203.5
361,13,9,E,53391.62745,-177966636.4
362,13,10,E,53261.49196,-176857776.6
363,13,11,E,53165.1871,-176886984
364,13,12,E,53736.47738,-180205010.5
365,13,13,E,53733.99846,-179961487.3
366,13,14,E,53705.47167,-180594066.2
367,13,15,E,53761.78997,-180954152
368,13,16,E,54403.81229,-184414659.8
369,13,17,E,53860.65189,-181171091.3
370,13,18,E,53591.96387,-180089292.4
371,13,19,E,53629.69901,-179829325.9
372,13,20,E,53757.00829,-180425293.3
373,13,21,E,53614.07001,-179942150.7
374,13,22,E,53853.26705,-181000329.8
375,13,23,E,39964.59561,-59094287.84
376,14,1,E,54148.63076,-182830589.5
377,14,1,W,53433.39238,-177865050.3
378,14,2,E,54545.89158,-185931835
379,14,2,W,53214.89713,-177331448
380,14,3,E,54199.88438,-183011870
381,14,3,W,53364.038,-178076037.6
382,14,4,E,53689.36655,-180078433.8
383,14,4,W,53417.32653,-178450946.9
384,14,5,E,53786.74504,-179602091.9
385,14,5,W,53495.09627,-178362795
386,14,6,E,54112.82777,-184303882.6
387,14,6,W,53795.09273,-180699538.6
388,14,7,E,53514.61651,-178779347.5
389,14,7,W,52510.26924,-178046869.6
390,14,8,E,52953.0013,-174864233.7
391,14,8,W,11557.07819,-1720583.969
392,14,9,E,53350.13904,-177408970.5
393,14,10,E,53560.20115,-179225170.7
394,14,11,E,53341.25874,-178165862.7
395,14,12,E,53697.14351,-180115287.7
396,14,13,E,53756.60699,-181410091
397,14,14,E,53678.42523,-179863661
398,14,15,E,53718.82821,-180361621.1
399,14,16,E,54001.30092,-181943977.1
400,14,17,E,53830.26902,-180823726.6
401,14,18,E,53883.29248,-181093041.9
402,14,19,E,53632.33601,-179537810
403,14,20,E,53489.77477,-178907338.3
404,14,21,E,53405.31951,-178436153.5
405,14,22,E,53901.91138,-181033505.3
406,14,23,E,49325.92826,-140950313.5
407,15,1,E,53915.71242,-180612897.4
408,15,1,W,53474.53994,-178515097
409,15,2,E,53670.22458,-180375205.9
410,15,2,W,53211.22523,-177114512.7
411,15,3,E,53544.61996,-179640687.7
412,15,3,W,53566.41354,-179360046.7
413,15,4,E,52985.82169,-175480547.9
414,15,4,W,53589.73006,-179524484.3
415,15,5,E,53062.52533,-176049581.5
416,15,5,W,53611.1634,-179749400.5
417,15,6,E,53720.05996,-180353197
418,15,6,W,53350.50728,-178008593.1
419,15,7,E,53285.28125,-177113665.3
420,15,7,W,52968.3179,-156660627.3
421,15,8,E,52667.87621,-172816028.8
422,15,9,E,53165.68086,-177414170.3
423,15,10,E,53577.4805,-179734982.7
424,15,11,E,53378.46938,-177307904.2
425,15,12,E,53800.2855,-180365531.2
426,15,13,E,53919.37033,-181788572.2
427,15,14,E,53645.53673,-179554912
428,15,15,E,53866.86456,-181574565.4
429,15,16,E,53890.58194,-181859368.2
430,15,17,E,53900.40319,-182252704.7
431,15,18,E,53670.13337,-179553361.1
432,15,19,E,53519.64761,-179296107.3
433,15,20,E,53491.53198,-178901773.7
434,15,21,E,53352.11154,-177644583.4
435,15,22,E,53641.4753,-179754916
436,15,23,E,53815.29854,-156033779
437,16,1,E,52191.10304,-170011210.3
438,16,1,W,53043.29349,-175912982.6
439,16,2,E,50203.44789,-156817267.4
440,16,2,W,53062.49094,-175983049.6
441,16,3,E,49981.00101,-154991979.4
442,16,3,W,53307.13666,-177622805.6
443,16,4,E,49323.93325,-151443134
444,16,4,W,53331.11489,-177995482.6
445,16,5,E,49577.22906,-152980764.7
446,16,5,W,53637.58163,-179478387.3
447,16,6,E,50344.99914,-157554772
448,16,6,W,53298.33511,-176881366.3
449,16,7,E,50042.32643,-156151864.5
450,16,7,W,53491.4062,-178953300.5
451,16,8,E,49267.10666,-151592657
452,16,8,W,37359.94178,-39126660.14
453,16,9,E,49629.23081,-153639542.2
454,16,10,E,49957.16074,-155315739.3
455,16,11,E,50097.94321,-156577202.7
456,16,12,E,53983.47613,-182165710.8
457,16,13,E,53959.02432,-182206060.7
458,16,14,E,53753.13826,-180472814.6
459,16,15,E,53727.39377,-180341361.9
460,16,16,E,53734.99469,-180251220.5
461,16,17,E,54097.6536,-182452674.9
462,16,18,E,53901.98729,-181703676.5
463,16,19,E,53801.86407,-180762042.2
464,16,20,E,53684.21314,-180282831
465,16,21,E,53543.06033,-179094963.3
466,16,22,E,53795.30735,-180807580.9
467,16,23,E,44855.28125,-120488857.9
468,17,1,E,54060.75608,-182327516.5
469,17,1,W,53158.56363,-176632312.2
470,17,2,E,53700.96334,-180197332.3
471,17,2,W,53123.20438,-176182825
472,17,3,E,53412.50013,-178370889.7
473,17,3,W,53570.35169,-179616079.5
474,17,4,E,53027.86259,-175491999.7
475,17,4,W,53619.21377,-179327376.1
476,17,5,E,53357.18366,-178116290.3
477,17,5,W,53512.43161,-179145660.1
478,17,6,E,53854.34181,-180963294.2
479,17,6,W,53082.21336,-176015034.7
480,17,7,E,53706.65446,-180677962.6
481,17,7,W,53371.71281,-177837090.5
482,17,8,E,52863.25438,-174696064.6
483,17,8,W,49837.81657,-150577260.5
484,17,9,E,53315.36327,-177717310.2
485,17,9,W,13758.23851,-9042788.906
486,17,10,E,53597.21647,-179526406.8
487,17,11,E,53715.72813,-180320462.5
488,17,12,E,54375.5966,-185064011.9
489,17,13,E,54113.60738,-182563819.1
490,17,14,E,54082.08892,-183069633.9
491,17,15,E,53889.22554,-181652108
492,17,16,E,53813.25371,-181181603.2
493,17,17,E,54003.35751,-182007740.6
494,17,18,E,53948.96954,-182314554.4
495,17,19,E,53957.76237,-182112739.3
496,17,20,E,53851.83906,-180721991.9
497,17,21,E,53611.96817,-179635994.4
498,17,22,E,53797.76995,-181211166.1
499,17,23,E,53842.30253,-150566531.2
500,18,1,E,54223.70921,-183835277.5
501,18,1,W,53295.77719,-177167199.3
502,18,2,E,53772.65772,-181182324.1
503,18,2,W,53286.16014,-177373019.4
504,18,3,E,53551.72816,-178867146.2
505,18,3,W,53277.12416,-177073000.7
506,18,4,E,52935.70132,-175037443.7
507,18,4,W,53366.72631,-178586219.7
508,18,5,E,53033.49316,-176457346.1
509,18,5,W,53216.1854,-176467435.9
510,18,6,E,53632.0493,-179732413.8
511,18,6,W,53083.65678,-176370415.6
512,18,7,E,53391.61131,-178046713.6
513,18,7,W,53311.9595,-177599318.6
514,18,8,E,52489.51515,-172099925.8
515,18,8,W,53409.63721,-178092975.4
516,18,9,E,52755.36984,-173860729
517,18,9,W,50302.46079,-142958862.9
518,18,10,E,52924.27602,-175055652.6
519,18,10,W,38509.48121,-78879840.58
520,18,11,E,53036.72763,-176137464.2
521,18,11,W,7148.221017,-2129308.363
522,18,12,E,53759.61151,-180657087.6
523,18,13,E,53360.54403,-177557936.6
524,18,14,E,53783.39078,-180655497.1
525,18,15,E,54040.25181,-182831261.4
526,18,16,E,53882.87765,-180098047.9
527,18,17,E,54060.17467,-181620906.8
528,18,18,E,54097.15176,-182838443.3
529,18,19,E,53835.74875,-180495063
530,18,20,E,53708.30865,-180707503.4
531,18,21,E,53744.03067,-180525301.4
532,18,22,E,53849.96182,-181355033.4
533,18,23,E,53851.55831,-181085256.1
534,18,24,E,26750.26675,-29829390.27
535,19,1,E,54344.66284,-183476075.1
536,19,1,W,53312.43028,-177948798.7
537,19,2,E,53763.47956,-180682181.7
538,19,2,W,53785.5337,-180596735.6
539,19,3,E,53548.51948,-178672257
540,19,3,W,53803.73645,-180530265.3
541,19,4,E,52954.75024,-175417423.6
542,19,4,W,53974.53292,-182360762.3
543,19,5,E,53075.37687,-176170140
544,19,5,W,53599.95915,-179639169
545,19,6,E,53863.13241,-181018336.1
546,19,6,W,53660.58202,-180046395.5
547,19,7,E,53756.17847,-180602800.1
548,19,7,W,53768.23854,-180853137.7
549,19,8,E,52916.25093,-174932972.5
550,19,8,W,53624.05076,-178997037.2
551,19,9,E,53140.4734,-176252005.1
552,19,9,W,53855.70776,-181568153
553,19,10,E,53348.40845,-178026162.5
554,19,10,W,54005.62288,-182592055.7
555,19,11,E,53375.15981,-177322096.4
556,19,11,W,50379.63232,-115868235.5
557,19,12,E,54020.93161,-182532106.2
